Gene ID	Protein accession	bombyx_mori	NCBI GeneID	Symbol	Description
135071823	XP_063821719.1	XP_004924890.2	101746893.0	LOC101746893	uncharacterized LOC101746893
135071824	XP_063821721.1	XP_004924863.1	101742586.0	LOC101742586	uncharacterized LOC101742586
135071825	XP_063821722.1	XP_004924862.1	101742442.0	sing	MARVEL domain-containing protein sing
135071826	XP_063821723.1	XP_004924861.1	101742249.0	LOC101742249	uncharacterized LOC101742249
135071827	XP_063821724.1	XP_004924860.1	101742095.0	LOC101742095	uncharacterized LOC101742095
135071828	XP_063821725.1	NP_001037570.1	732857.0	RpS15A	ribosomal protein S15A
135071830	XP_063821726.1	XP_012544709.2	101741950.0	sdk	sidekick cell adhesion molecule
135071832	XP_063821729.1	XP_004924856.1	101741291.0	LOC101741291	uncharacterized LOC101741291
135071831	XP_063821728.1	XP_004924858.2	101741800.0	E(bx)	nucleosome-remodeling factor subunit NURF301 E(bx)
135072252	XP_063822260.1	NP_001164652.1	100328606.0	Rad23	UV excision repair protein Rad23
135071835	XP_063821732.1	NP_001040181.1	692871.0	CrebB	Cyclic-AMP response element binding protein B
135071859	XP_063821766.1	XP_004924851.3	101741057.0	LOC101741057	glutathione S-transferase LANCL1
135072253	XP_063822261.1				
135071836	XP_063821739.1				
135071837	XP_063821740.1	XP_004924850.1	101740915.0	LOC101740915	actin-binding protein IPP
135071860	XP_063821770.1	XP_037869260.2	105841433.0	LOC105841433	uncharacterized LOC105841433
135071862	XP_063821779.1	XP_004924847.1	101740582.0	LOC101740582	lys-63-specific deubiquitinase BRCC36
135071857	XP_063821765.1	XP_004924846.1	101740449.0	LOC101740449	4-aminobutyrate aminotransferase, mitochondrial
135071861	XP_063821772.1	NP_001157382.1	100302618.0	mrj	DnaJ heat shock protein family (Hsp40) member B6 mrj
135071855	XP_063821762.1	NP_001040380.1	732914.0	LOC732914	F-box only protein 21
135071856	XP_063821763.1	XP_037869466.1	101740317.0	Hyccin	PI4KA lipid kinase complex subunit hyccin
135071838	XP_063821741.1	XP_004924844.1	101740181.0	Grasp65	Golgi reassembly-stacking protein 2
135071839	XP_063821742.1	XP_037869465.1	101740048.0	LOC101740048	sodium-coupled monocarboxylate transporter 1
135071841	XP_063821743.1	NP_001166627.1	100379328.0	CPT4	cuticular protein tweedle motif 4
135071844	XP_063821748.1	XP_004924842.1	101739912.0	LOC101739912	uncharacterized LOC101739912
135071845	XP_063821749.1	XP_004924841.1	101739775.0	NP15.6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit NP15.6
135071843	XP_063821745.1	XP_004924840.1	101739631.0	RtcB	RtcB RNA ligase
135071842	XP_063821744.1	NP_001108336.1	100141427.0	Gk-2	Glycerol kinase-2
135071854	XP_063821759.1	XP_004924838.1	101739258.0	ine	solute carrier family 6 member inebriated
135071852	XP_063821756.1	NP_001040203.1	692894.0	LOC692894	notch-like protein
135072130	XP_063822153.1				
135071847	XP_063821751.1	XP_004924836.1	101738970.0	Pmi	Transmembrane protein Pmi
135071846	XP_063821750.1	XP_004924837.1	101739118.0	LOC101739118	dehydrogenase/reductase SDR family protein 7-like
135072131	XP_063822154.1	XP_037869090.1	101746749.0	Nipped-B	Nipped-B cohesin loading factor
135071864	XP_063821780.1	XP_021202744.2	101738838.0	LOC101738838	uncharacterized LOC101738838
135072254	XP_063822263.1	XP_037869092.1	119628380.0	LOC119628380	uncharacterized LOC119628380
135071848	XP_063821752.1	XP_004924834.2	101738699.0	LOC101738699	VPS35 endosomal protein-sorting factor-like
135071849	XP_063821754.1	XP_004924833.1	101738565.0	LOC101738565	mpv17-like protein
135071851	XP_063821755.1	XP_037869369.1	101746609.0	LOC101746609	tectonin beta-propeller repeat-containing protein
135071853	XP_063821757.1	XP_004924832.1	101738436.0	Sf3b1	splicing factor 3B subunit 1
135071870	XP_063821782.1	XP_037869370.1	119629027.0	Dp1	satellite-binding protein 1 Dp1
135072255	XP_063822265.1				
135071871	XP_063821783.1	NP_001037025.1	692577.0	Cna	calcineurin A
135072256	XP_063822266.1	XP_004924826.1	101737810.0	LOC101737810	protein RER1
135071872	XP_063821784.1	XP_004924824.1	101737576.0	LOC101737576	TOX high mobility group box family member 3
135071874	XP_063821790.1				
135071875	XP_063821791.1	XP_021202735.2	101746324.0	Smg6	Smg6 nonsense mediated mRNA decay factor
135071876	XP_063821795.1	XP_004924823.1	101737436.0	LOC101737436	TAR DNA-binding protein 43
135071891	XP_063821818.1	XP_004924822.1	101737150.0	LOC101737150	coatomer subunit beta'
135071886	XP_063821807.1	XP_037869513.1	101737293.0	ssh	Protein phosphatase Slingshot
135071889	XP_063821815.1	XP_004924821.2	101737015.0	LOC101737015	serine/threonine-protein kinase PLK4
135071893	XP_063821821.1				
135071878	XP_063821796.1	NP_001104834.1	100127056.0	Cpr	Cytochrome P450 reductase
135071879	XP_063821798.1	XP_004924816.1	101736520.0	spoon	A-kinase anchor protein spoonbill
135072258	XP_063822270.1	NP_001093083.1	100101157.0	eIF1A	eukaryotic translation initiation factor 1A
135072259	XP_063822271.1				
135071888	XP_063821809.1	NP_001037042.1	692595.0	Eip75B	Ecdysone-induced protein 75B
135071887	XP_063821808.1	XP_004927604.1	101737447.0	LOC101737447	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3
135071881	XP_063821802.1	NP_001091820.2	778526.0	LOC778526	Bax inhibitor-1-like protein
135071882	XP_063821803.1	XP_004933624.1	101735813.0	Dus1	Dihydrouridine synthase 1
135071883	XP_063821805.1	XP_037869258.1	101737587.0	LOC101737587	sphingomyelin phosphodiesterase 4
135071884	XP_063821806.1	XP_004927602.1	101737159.0	RpIII128	RNA polymerase III subunit RpIII128
135071890	XP_063821816.1	XP_037869364.1	101746359.0	Miro	mitochondrial Rho GTPase
135072134	XP_063822155.1	XP_037869087.1	101736072.0	LOC101736072	RNA-binding protein cabeza
135071894	XP_063821822.1	NP_001037640.2	733075.0	Poldip3	polymerase delta interacting protein 3
135071897	XP_063821829.1	XP_004930478.1	101745195.0	LOC101745195	nuclear cap-binding protein subunit 3
135071895	XP_063821825.1	XP_037869195.1	101742557.0	LOC101742557	MICAL-like protein 1
135072135	XP_063822157.1				
135071898	XP_063821830.1	XP_004930477.2	101745048.0	LOC101745048	uncharacterized LOC101745048
135072261	XP_063822272.1	XP_004930476.1	101744905.0	LOC101744905	uncharacterized LOC101744905
135071912	XP_063821848.1	XP_004930475.1	101744762.0	LOC101744762	G-protein coupled receptor 143
135071913	XP_063821850.1				
135071907	XP_063821840.1	XP_004930472.2	101744424.0	pkaap	A-kinase anchoring protein pkaap
135072136	XP_063822158.1				
135071900	XP_063821832.1	XP_004930471.1	101744282.0	LOC101744282	uncharacterized LOC101744282
135071899	XP_063821831.1	XP_004930470.2	101744143.0	LOC101744143	malectin
135071911	XP_063821847.1	NP_001036929.1	692474.0	msR	myosuppressin receptor
135071909	XP_063821845.1	NP_001127710.1	100174917.0	NGR-A13	neuropeptide receptor A13
135071905	XP_063821838.1	XP_004930468.1	101743850.0	LOC101743850	7SK snRNA methylphosphate capping enzyme bin3
135071906	XP_063821839.1	NP_001119723.1	100145908.0	Ncd	kinesin-like protein Ncd
135071908	XP_063821841.1	XP_037869416.1	105842530.0	IP3K1	inositol-trisphosphate 3-kinase-like protein
135072080	XP_063822098.1				
135072081	XP_063822099.1	XP_012549478.1	101742116.0	LOC101742116	rotatin
135071902	XP_063821834.1	NP_001296520.1	100127130.0	LOC100127130	cytochrome P450
135071903	XP_063821835.1	XP_004930466.1	101743557.0	LOC101743557	tetratricopeptide repeat protein 37
135071904	XP_063821836.1	NP_001040444.1	732983.0	LOC732983	tRNA (guanine-N7-)-methyltransferase
135072137	XP_063822159.1	XP_004930531.1	101741683.0	Arms	Ankyrin repeat-rich membrane spanning
135071914	XP_063821852.1	XP_004930530.2	101741542.0	LOC101741542	late secretory pathway protein AVL9 homolog
135072138	XP_063822160.1	XP_004930456.1	101742556.0	LOC101742556	serine/threonine-protein kinase tousled-like 2
135072139	XP_063822161.1	XP_037869349.1	101741402.0	LOC101741402	Ca(2+)/calmodulin-responsive adenylate cyclase
135072140	XP_063822162.1				
135071915	XP_063821853.1	XP_012549495.2	101741262.0	baz	par-3 family cell polarity regulator
135071920	XP_063821863.1	XP_037869140.1	101742408.0	inaE	inactivation no afterpotential E
135071921	XP_063821866.1				
135072082	XP_063822100.1	XP_012549489.2	101742270.0	LOC101742270	spatacsin
135071923	XP_063821874.1				
135071922	XP_063821872.1	NP_001119732.2	100146108.0	Leb3	lebocin
135072266	XP_063822273.1	XP_021206395.2	101742115.0	LOC101742115	intraflagellar transport protein 20 homolog
135071916	XP_063821854.1	XP_004930452.1	101741975.0	LOC101741975	uncharacterized LOC101741975
135071918	XP_063821858.1	XP_004930451.1	101741826.0	LOC101741826	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3
135071919	XP_063821859.1	XP_004930526.1	101740978.0	LOC101740978	INO80 complex subunit B
135072267	XP_063822274.1	XP_004930524.3	101740692.0	Hs3st-A	Heparan sulfate 3-O sulfotransferase-A
135071925	XP_063821876.1	XP_012549543.1	101740557.0	LOC101740557	NCK-interacting protein with SH3 domain
135071927	XP_063821882.1	XP_004930444.1	101740938.0	LOC101740938	coenzyme Q-binding protein COQ10 homolog A, mitochondrial
135071926	XP_063821877.1	XP_004930448.1	101741447.0	nemy	no extended memory
135071924	XP_063821875.1	XP_004930447.2	101741314.0	LOC101741314	uncharacterized LOC101741314
135071928	XP_063821883.1	XP_004930446.1	101741170.0	LOC101741170	peptidyl-prolyl cis-trans isomerase H
135071929	XP_063821885.1	XP_004930441.1	101740556.0	Sarm	sterile alpha and armadillo motif
135071930	XP_063821889.1	XP_012549539.1	101740425.0	LOC101740425	putative fatty acyl-CoA reductase CG5065
135071931	XP_063821891.1				
135071942	XP_063821907.1	NP_001091784.1	778489.0	CTL10	C-type lectin 10
135071946	XP_063821911.1	NP_001037331.2	692756.0	EcR	ecdysone receptor
135071932	XP_063821892.1				
135072142	XP_063822164.1				
135071935	XP_063821894.1	XP_037869081.1	101740298.0	Ptr	patched domain-containing protein
135072143	XP_063822165.1				
135071934	XP_063821893.1	XP_004930520.2	101740154.0	LOC101740154	telomere-associated protein RIF1
135071936	XP_063821895.1	XP_004930440.1	101740333.0	LOC101740333	uncharacterized LOC101740333
135072269	XP_063822278.1	XP_004930439.2	101740200.0	LOC101740200	spindle assembly abnormal protein 7
135071938	XP_063821896.1	NP_001266317.1	101740065.0	Hsp70-14	heat shock 70 kDa protein 14-like
135072144	XP_063822166.1	XP_004930437.2	101739930.0	LOC101739930	multiple inositol polyphosphate phosphatase 1
135072270	XP_063822279.1	XP_012549416.1	101740020.0	LOC101740020	uncharacterized LOC101740020
135071944	XP_063821909.1	XP_012549545.1	101739751.0	LOC101739751	ras-related protein Rap-2b
135071940	XP_063821900.1	XP_012549401.1	101739650.0	LOC101739650	gamma-aminobutyric acid receptor subunit delta
135071945	XP_063821910.1	XP_037869104.1	101739509.0	LOC101739509	mitochondrial inner membrane protease ATP23 homolog
135071941	XP_063821905.1	XP_004930434.1	101739366.0	LOC101739366	protein-lysine N-methyltransferase EEF2KMT
135071939	XP_063821897.1	XP_004930431.1	101738990.0	LOC101738990	S1 RNA-binding domain-containing protein 1
135072145	XP_063822167.1	XP_021206400.2	105842217.0	LOC105842217	cilia- and flagella-associated protein 65
135071959	XP_063821932.1	XP_004930430.1	101738858.0	Ack	activated Cdc42 kinase
135071955	XP_063821920.1	XP_021206437.2	101738718.0	LOC101738718	receptor-type tyrosine-protein phosphatase N2
135071956	XP_063821929.1	XP_004930423.1	101737649.0	Rpb11	DNA-directed RNA polymerase II subunit RPB11
135071947	XP_063821913.1	NP_001037668.1	733092.0	Cjhbp	cytosolic juvenile hormone binding protein 36 kDa subunit
135072146	XP_063822168.1	XP_037869295.1	101739469.0	LOC101739469	uncharacterized LOC101739469
135071948	XP_063821914.1				
135071949	XP_063821915.1	XP_037869311.1	101738452.0	LOC101738452	uncharacterized LOC101738452
135072083	XP_063822101.1	NP_001296490.1	101738054.0	LOC101738054	asparagine-rich protein
135071953	XP_063821918.1	XP_037869278.1	101739327.0	LOC101739327	pescadillo homolog
135071954	XP_063821919.1	NP_001040385.1	732920.0	LOC732920	pelota-like protein
135071957	XP_063821931.1	XP_012549425.2	101739189.0	CLIP-190	Cytoplasmic linker protein 190
135071961	XP_063821937.1	XP_004930420.1	101737218.0	LOC101737218	syntaxin-1A
135071960	XP_063821933.1	NP_001040274.1	692970.0	Ran	RAN, member RAS oncogene family
135072272	XP_063822281.1	NP_001040119.1	692807.0	mEFTu1	mitochondrial translation elongation factor Tu 1
135071962	XP_063821938.1	XP_004930417.1	101736945.0	LOC101736945	E3 ubiquitin-protein ligase RNF10
135072273	XP_063822282.1	XP_012549394.2	105842216.0	LOC105842216	PC4 and SFRS1-interacting protein
135071963	XP_063821939.1	XP_004930415.2	101736726.0	slim	scruin like at the midline
135071969	XP_063821946.1	XP_004930414.1	101736582.0	LOC101736582	adenosine receptor A2b
135072275	XP_063822283.1	XP_004933530.2	101743289.0	LOC101743289	uncharacterized LOC101743289
135071972	XP_063821947.1	NP_001166616.1	100144598.0	Or-54	olfactory receptor 54
135071964	XP_063821940.1	XP_037869373.1	101739043.0	LOC101739043	uncharacterized LOC101739043
135071965	XP_063821941.1	XP_037869375.1	101736371.0	LOC101736371	trypsin-1
135071967	XP_063821942.1	NP_001103395.1	100126161.0	Lac2	laccase 2
135072276	XP_063822285.1				
135072277	XP_063822288.1	XP_004930513.3	101738760.0	LOC101738760	troponin C, isoallergen Bla g 6.0101
135072279	XP_063822289.1	NP_001091793.1	778498.0	TpnC41C	Troponin C at 41C
135071968	XP_063821944.1				
135072280	XP_063822290.1	XP_037869414.2	105842243.0	LOC105842243	uncharacterized LOC105842243
135071974	XP_063821950.1	XP_037869163.1	101738626.0	LOC101738626	leucine-rich repeat-containing protein let-4
135072281	XP_063822291.1				
135072147	XP_063822169.1				
135072148	XP_063822170.1				
135072149	XP_063822172.1				
135072150	XP_063822173.1				
135072151	XP_063822174.1				
135072152	XP_063822175.1				
135072282	XP_063822292.1	XP_004930412.1	101736241.0	LOC101736241	uncharacterized LOC101736241
135072153	XP_063822176.1	XP_004930511.1	101738496.0	LOC101738496	pre-piRNA 3'-exonuclease trimmer-like
135071973	XP_063821948.1				
135071975	XP_063821951.1	NP_001157948.1	100302733.0	SERCA	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting SERCA
135071978	XP_063821959.1	XP_012549422.1	101735888.0	LOC101735888	neuferricin homolog
135071977	XP_063821958.1	XP_004930405.1	101747135.0	LOC101747135	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial
135071976	XP_063821957.1	XP_037869481.1	101735341.0	LOC101735341	gametogenetin-binding protein 2-like
135071979	XP_063821960.1	XP_004930407.1	101735480.0	Sbds	SBDS ribosome maturation factor
135072154	XP_063822178.1	XP_062526425.1	101738354.0	LOC101738354	uncharacterized LOC101738354
135071983	XP_063821965.1				
135071981	XP_063821963.1	NP_001093089.1	100101163.0	Mettl5	Methyltransferase like 5
135071980	XP_063821961.1	XP_004930408.1	101735616.0	Aldh7A1	aldehyde dehydrogenase 7 family member A1
135071982	XP_063821964.1	XP_012549423.1	105842222.0	LOC105842222	UPF0545 protein C22orf39 homolog
135071985	XP_063821967.1	XP_037869191.1	101746999.0	LOC101746999	peroxisomal targeting signal 1 receptor
135071984	XP_063821966.1	XP_037869186.1	101738223.0	LOC101738223	probable tRNA (uracil-O(2)-)-methyltransferase
135071987	XP_063821969.1	XP_004930402.2	101746775.0	l(1)G0196	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
135071986	XP_063821968.1	NP_001040353.1	732887.0	Arl6IP1	ADP-ribosylation factor-like 6 interacting protein 1
135072283	XP_063822294.1	XP_004930401.2	101746635.0	LOC101746635	fatty acid-binding protein
135072155	XP_063822179.1	XP_037869445.1	101737962.0	LOC101737962	protein piccolo
135072156	XP_063822180.1	XP_004930400.2	101746489.0	LOC101746489	luciferin sulfotransferase
135072157	XP_063822181.1				
135072284	XP_063822295.1				
135072158	XP_063822182.1				
135072159	XP_063822183.1				
135072000	XP_063821988.1				
135072285	XP_063822296.1	XP_004930399.1	101746349.0	LOC101746349	uncharacterized LOC101746349
135072286	XP_063822297.1	XP_004930398.1	101746207.0	LOC101746207	uncharacterized LOC101746207
135072160	XP_063822184.1	XP_004930397.1	101746064.0	LOC101746064	uncharacterized LOC101746064
135072287	XP_063822298.1	XP_037869208.1	101737831.0	LOC101737831	myosin-7B
135072161	XP_063822186.1				
135072162	XP_063822187.1				
135071988	XP_063821971.1	XP_021206387.1	101745732.0	Bre1	E3 ubiquitin-protein ligase Bre1
135071989	XP_063821972.1	XP_004930392.1	101745392.0	LOC101745392	FGGY carbohydrate kinase domain-containing protein
135071990	XP_063821974.1	NP_001108337.1	100141428.0	Dredd	death related ced-3/Nedd2-like protein
135071991	XP_063821975.1				
135072288	XP_063822299.1	XP_004932766.1	101737928.0	LOC101737928	catalase
135072163	XP_063822188.1				
135072001	XP_063821990.1	NP_001036921.1	692466.0	rl	Mitogen-activated protein kinase rl
135071992	XP_063821976.1	NP_001128236.1	100188931.0	Orai	calcium release-activated calcium channel protein orai
135071994	XP_063821982.1	XP_004930389.1	101744955.0	LOC101744955	MORN repeat-containing protein 3
135071993	XP_063821981.1	XP_004930388.1	101744809.0	mRpS22	mitochondrial ribosomal protein S22
135071997	XP_063821985.1	XP_004930387.2	101744667.0	LOC101744667	zinc finger CCHC domain-containing protein 8 homolog
135072002	XP_063821992.1	XP_004930385.1	101744423.0	LOC101744423	small integral membrane protein 14
135071995	XP_063821983.1	NP_001037362.2	101744281.0	DAT	Sodium-dependent dopamine transporter
135071996	XP_063821984.1	XP_004930350.1	101739042.0	LOC101739042	leucine-rich repeat-containing protein 74B
135072290	XP_063822301.1	XP_004930383.1	101744038.0	LOC101744038	ankyrin repeat and MYND domain-containing protein 2
135072164	XP_063822189.1	XP_004930505.2	101737694.0	LOC101737694	T-box transcription factor TBX6
135072165	XP_063822190.1	XP_004930382.1	101743894.0	LOC101743894	ubiquitin-protein ligase E3B
135071998	XP_063821986.1	XP_037869265.1	101737550.0	nmo	serine/threonine-protein kinase nemo
135072027	XP_063822021.1				
135072026	XP_063822020.1	NP_001037076.1	692630.0	CTL11	C-type lectin 11
135072022	XP_063822016.1	NP_001296481.1	101737265.0	LOC101737265	integrin alpha-PS4-like
135072003	XP_063821993.1	NP_001296513.1	101743745.0	LOC101743745	integrin alpha-IIb-like
135072291	XP_063822302.1				
135072166	XP_063822191.1				
