ostrinia_nubilalis	drosophila_melanogaster
XP_063827417.1	NP_524470.4
XP_063827421.1	NP_647638.1
XP_063827425.1	NP_476639.1
XP_063827427.1	NP_651575.1
XP_063827430.1	NP_788719.1
XP_063827453.1	NP_648838.3
XP_063827454.1	NP_524754.2
XP_063827467.1	NP_650128.1
XP_063827469.1	NP_996223.1
XP_063827476.1	NP_723103.1
XP_063827478.1	NP_650284.2
XP_063827479.1	NP_477114.1
XP_063827480.1	NP_609844.1
XP_063827481.1	NP_524446.3
XP_063827486.1	NP_609063.1
XP_063827488.1	NP_523657.1
XP_063827490.1	NP_001334747.1
XP_063827491.1	NP_524447.2
XP_063827502.1	NP_651604.1
XP_063827503.1	NP_651136.1
XP_063827505.1	NP_525042.2
XP_063827507.1	NP_524248.2
XP_063827508.1	NP_650731.3
XP_063827510.1	NP_524896.2
XP_063827513.1	NP_476693.1
XP_063827515.1	NP_996166.1
XP_063827519.1	NP_536748.1
XP_063827520.1	NP_524397.2
XP_063827522.1	NP_649889.1
XP_063827523.1	NP_524385.2
XP_063827524.1	NP_609641.1
XP_063827525.1	NP_477453.1
XP_063827526.1	NP_650620.3
XP_063827527.1	NP_524533.1
XP_063827528.1	NP_650627.1
XP_063827529.1	NP_649940.1
XP_063827531.1	NP_611215.1
XP_063827534.1	NP_476669.3
XP_063827535.1	NP_476806.2
XP_063827538.1	NP_651333.1
XP_063827541.1	NP_524382.1
XP_063827542.1	NP_001097093.1
XP_063827546.1	NP_001097651.1
XP_063827547.1	NP_651754.1
XP_063827549.1	NP_649877.1
XP_063827551.1	NP_651853.1
XP_063827552.1	NP_651852.1
XP_063827554.1	NP_001015155.1
XP_063827557.1	NP_001014545.3
XP_063827560.1	NP_524880.2
XP_063827562.1	NP_788758.3
XP_063827569.1	NP_001027161.1
XP_063827576.1	NP_608591.1
XP_063827577.1	NP_001014609.2
XP_063827579.1	NP_651739.1
XP_063827584.1	NP_524288.3
XP_063827586.1	NP_610302.3
XP_063827602.1	NP_001036454.1
XP_063827634.1	NP_611265.1
XP_063827644.1	NP_001015319.1
XP_063827645.1	NP_651237.1
XP_063827647.1	NP_524936.2
XP_063827648.1	NP_651228.1
XP_063827654.1	NP_726016.1
XP_063827655.1	NP_731926.1
XP_063827656.1	NP_610279.3
XP_063827657.1	NP_732186.1
XP_063827660.1	NP_788729.1
XP_063827661.1	NP_001097784.1
XP_063827663.1	NP_651137.3
XP_063827666.1	NP_651183.3
XP_063827668.1	NP_572996.1
XP_063827671.1	NP_651198.1
XP_063827673.1	NP_650583.1
XP_063827676.1	NP_648925.1
XP_063827677.1	NP_524416.1
XP_063827678.1	NP_476979.1
XP_063827679.1	NP_610994.1
XP_063827681.1	NP_650895.1
XP_063827682.1	NP_511048.2
XP_063827683.1	NP_649471.3
XP_063827684.1	NP_732361.1
XP_063827685.1	NP_650784.3
XP_063827690.1	NP_610835.2
XP_063827693.1	NP_651196.1
XP_063827694.1	NP_524895.2
XP_063827696.1	NP_650648.3
XP_063827699.1	NP_649781.1
XP_063827703.1	NP_652209.1
XP_063827705.1	NP_524519.1
XP_063827709.1	NP_477138.1
XP_063827713.1	NP_650563.2
XP_063827714.1	NP_651509.2
XP_063827718.1	NP_650562.1
XP_063827719.1	NP_650726.1
XP_063827721.1	NP_001163414.1
XP_063827722.1	NP_731649.2
XP_063827723.1	NP_611864.1
XP_063827726.1	NP_650120.1
XP_063827727.1	NP_651038.3
XP_063827728.1	NP_650565.2
XP_063827729.1	NP_651041.3
XP_063827730.1	NP_730777.1
XP_063827731.1	NP_476751.1
XP_063827732.1	NP_651582.1
XP_063827733.1	NP_650766.1
XP_063827735.1	NP_610810.2
XP_063827737.1	NP_649018.2
XP_063827739.1	NP_609162.1
XP_063827740.1	NP_787994.1
XP_063827742.1	NP_723086.1
XP_063827743.1	NP_608353.2
XP_063827744.1	NP_524206.1
XP_063827745.1	NP_611471.1
XP_063827747.1	NP_542438.1
XP_063827748.1	NP_610314.1
XP_063827749.1	NP_648880.1
XP_063827752.1	NP_523708.2
XP_063827755.1	NP_477145.1
XP_063827757.1	NP_648849.3
XP_063827758.1	NP_650034.1
XP_063827759.1	NP_651285.1
XP_063827760.1	NP_648073.1
XP_063827761.1	NP_476788.1
XP_063827763.1	NP_648489.1
XP_063827764.1	NP_570023.1
XP_063827768.1	NP_649696.1
XP_063827772.1	NP_648490.1
XP_063827774.1	NP_524104.2
XP_063827782.1	NP_730119.1
XP_063827783.1	NP_001036605.2
XP_063827784.1	NP_648848.1
XP_063827790.1	NP_609391.1
XP_063827791.1	NP_609747.1
XP_063827793.1	NP_649163.1
XP_063827795.1	NP_649015.2
XP_063827797.1	NP_610695.1
XP_063827799.1	NP_995949.1
XP_063827803.1	NP_648378.1
XP_063827805.1	NP_524085.2
XP_063827807.1	NP_650402.1
XP_063827810.1	NP_572500.1
XP_063827816.1	NP_609322.1
XP_063827817.1	NP_729619.1
XP_063827820.1	NP_477475.2
XP_063827821.1	NP_477106.1
XP_063827827.1	NP_610823.1
XP_063827829.1	NP_647972.1
XP_063827843.1	NP_524402.1
XP_063827844.1	NP_611207.1
XP_063827845.1	NP_524310.1
XP_063827846.1	NP_477156.1
XP_063827847.1	NP_572358.1
XP_063827857.1	NP_536777.3
XP_063827859.1	NP_611846.1
XP_063827861.1	NP_648048.1
XP_063827862.1	NP_523894.2
XP_063827867.1	NP_001188729.1
XP_063827868.1	NP_608746.1
XP_063827869.1	NP_723501.2
XP_063827871.1	NP_523686.2
XP_063827884.1	NP_649594.1
XP_063827885.1	NP_611578.1
XP_063827886.1	NP_608340.2
XP_063827888.1	NP_648150.1
XP_063827891.1	NP_611933.1
XP_063827893.1	NP_647700.2
XP_063827895.1	NP_648998.2
XP_063827904.1	NP_648608.2
XP_063827905.1	NP_648096.4
XP_063827908.1	NP_648844.1
XP_063827909.1	NP_609493.1
XP_063827910.1	NP_610942.2
XP_063827912.1	NP_572387.1
XP_063827915.1	NP_648377.1
XP_063827916.1	NP_001036351.2
XP_063827917.1	NP_649049.1
XP_063827919.1	NP_648507.1
XP_063827920.1	NP_648315.1
XP_063827923.1	NP_728554.1
XP_063827929.1	NP_648091.1
XP_063827930.1	NP_651956.1
XP_063827933.1	NP_523986.2
XP_063827936.1	NP_001027446.2
XP_063827937.1	NP_611269.1
XP_063827938.1	NP_570061.1
XP_063827939.1	NP_001036265.1
XP_063827945.1	NP_570085.1
XP_063827948.1	NP_511154.3
XP_063827950.1	NP_610878.1
XP_063827951.1	NP_611229.2
XP_063827952.1	NP_648047.2
XP_063827953.1	NP_727132.1
XP_063827954.1	NP_572360.1
XP_063827958.1	NP_609675.2
XP_063827959.1	NP_650455.1
XP_063827961.1	NP_476596.1
XP_063827962.1	NP_650454.2
XP_063827963.1	NP_612075.1
XP_063827965.1	NP_477381.1
XP_063827966.1	NP_608748.1
XP_063827969.1	NP_524021.2
XP_063827973.1	NP_652669.1
XP_063827974.1	NP_524155.1
XP_063827976.1	NP_728438.2
XP_063827978.1	NP_524766.2
XP_063827984.1	NP_609805.1
XP_063827985.1	NP_724616.1
XP_063827986.1	NP_523419.1
XP_063827987.1	NP_728294.1
XP_063827988.1	NP_477268.2
XP_063827989.1	NP_524173.2
XP_063827991.1	NP_727763.1
XP_063827994.1	NP_572947.1
XP_063827995.1	NP_001163472.1
XP_063827996.1	NP_648605.1
XP_063828002.1	NP_525001.2
XP_063828003.1	NP_511045.1
XP_063828007.1	NP_524756.2
XP_063828008.1	NP_648786.1
XP_063828010.1	NP_733057.1
XP_063828011.1	NP_525062.2
XP_063828013.1	NP_648498.1
XP_063828015.1	NP_648499.1
XP_063828017.1	NP_524197.1
XP_063828019.1	NP_996062.3
XP_063828021.1	NP_788523.1
XP_063828023.1	NP_569915.1
XP_063828024.1	NP_732316.2
XP_063828026.1	NP_001097137.1
XP_063828027.1	NP_477096.1
XP_063828028.1	NP_647813.1
XP_063828029.1	NP_647715.2
XP_063828030.1	NP_524934.2
XP_063828033.1	NP_648954.1
XP_063828035.1	NP_524656.5
XP_063828045.1	NP_477302.1
XP_063828047.1	NP_608619.1
XP_063828048.1	NP_648622.1
XP_063828050.1	NP_523604.2
XP_063828052.1	NP_729032.1
XP_063828054.1	NP_788471.1
XP_063828065.1	NP_725590.1
XP_063828066.1	NP_729728.1
XP_063828068.1	NP_572520.1
XP_063828069.1	NP_648657.1
XP_063828071.1	NP_524176.1
XP_063828074.1	NP_523869.1
XP_063828075.1	NP_611355.2
XP_063828076.1	NP_523876.2
XP_063828077.1	NP_728546.1
XP_063828080.1	NP_647718.1
XP_063828081.1	NP_647716.1
XP_063828082.1	NP_647949.1
XP_063828083.1	NP_648553.1
XP_063828084.1	NP_477023.1
XP_063828085.1	NP_610182.3
XP_063828086.1	NP_648607.3
XP_063828087.1	NP_570022.2
XP_063828091.1	NP_524243.2
XP_063828092.1	NP_647918.2
XP_063828093.1	NP_610316.3
XP_063828095.1	NP_650901.2
XP_063828099.1	NP_649246.1
XP_063828103.1	NP_523760.1
XP_063828104.1	NP_724595.1
XP_063828106.1	NP_650256.2
XP_063828108.1	NP_573019.1
XP_063828111.1	NP_996042.1
XP_063828112.1	NP_651905.1
XP_063828115.1	NP_524623.2
XP_063828116.1	NP_788522.1
XP_063828117.1	NP_523975.1
XP_063828120.1	NP_476995.1
XP_063828121.1	NP_647659.1
XP_063828122.1	NP_524897.1
XP_063828124.1	NP_648606.2
XP_063828125.1	NP_648497.2
XP_063828127.1	NP_572422.1
XP_063828128.1	NP_572424.1
XP_063828130.1	NP_525121.2
XP_063828133.1	NP_648878.1
XP_063828144.1	NP_648851.1
XP_063828152.1	NP_524152.2
XP_063828153.1	NP_649974.1
XP_063828155.1	NP_612012.1
XP_063828157.1	NP_648905.1
XP_063828158.1	NP_649293.1
XP_063828159.1	NP_996102.1
XP_063828161.1	NP_647727.2
XP_063828163.1	NP_610813.3
XP_063828165.1	NP_647973.1
XP_063828166.1	NP_608491.3
XP_063828167.1	NP_647961.1
XP_063828169.1	NP_652674.1
XP_063828173.1	NP_648050.1
XP_063828174.1	NP_649138.2
XP_063828180.1	NP_727447.1
XP_063828181.1	NP_477067.2
XP_063828183.1	NP_524189.2
XP_063828184.1	NP_652607.1
XP_063828185.1	NP_647705.1
XP_063828189.1	NP_647946.1
XP_063828191.1	NP_647707.1
XP_063828192.1	NP_648230.1
XP_063828193.1	NP_649911.1
XP_063828194.1	NP_001027152.1
XP_063828196.1	NP_647811.2
XP_063828197.1	NP_647944.2
XP_063828198.1	NP_647945.1
XP_063828200.1	NP_001014714.1
XP_063828201.1	NP_609459.1
XP_063828202.1	NP_524411.1
XP_063828206.1	NP_611272.1
XP_063828208.1	NP_612065.1
XP_063828209.1	NP_648372.1
XP_063828210.1	NP_648881.1
XP_063828212.1	NP_648846.2
XP_063828213.1	NP_648840.1
XP_063828215.1	NP_649261.1
XP_063828216.1	NP_524020.2
XP_063828217.1	NP_649996.1
XP_063828220.1	NP_001033999.2
XP_063828222.1	NP_728982.1
XP_063828224.1	NP_647617.2
XP_063828227.1	NP_648847.3
XP_063828228.1	NP_729732.1
XP_063828230.1	NP_647959.1
XP_063828231.1	NP_648353.3
XP_063828232.1	NP_996022.1
XP_063828233.1	NP_650805.1
XP_063828234.1	NP_610712.1
XP_063828235.1	NP_572236.3
XP_063828236.1	NP_609613.2
XP_063828239.1	NP_649104.1
XP_063828243.1	NP_524158.2
XP_063828244.1	NP_573080.1
XP_063828245.1	NP_524878.1
XP_063828246.1	NP_648234.1
XP_063828247.1	NP_648749.3
XP_063828248.1	NP_610612.1
XP_063828249.1	NP_611232.1
XP_063828251.1	NP_647986.3
XP_063828252.1	NP_001137878.2
XP_063828258.1	NP_650716.2
XP_063828259.1	NP_648177.1
XP_063828260.1	NP_651839.1
XP_063828261.1	NP_728478.1
XP_063828262.1	NP_572356.1
XP_063828264.1	NP_524938.1
XP_063828266.1	NP_648093.2
XP_063828267.1	NP_523955.1
XP_063828268.1	NP_572883.1
XP_063828269.1	NP_609417.1
XP_063828270.1	NP_610088.2
XP_063828276.1	NP_648051.1
XP_063828277.1	NP_648654.1
XP_063828278.1	NP_727284.1
XP_063828280.1	NP_647627.1
XP_063828281.1	NP_648770.1
XP_063828282.1	NP_525081.1
XP_063828284.1	NP_001034006.1
XP_063828288.1	NP_612102.2
XP_063828290.1	NP_652059.1
XP_063828291.1	NP_524079.1
XP_063828294.1	NP_649278.1
XP_063828297.1	NP_001015502.3
XP_063828299.1	NP_648400.1
XP_063828300.1	NP_728588.1
XP_063828301.1	NP_647719.2
XP_063828304.1	NP_649283.1
XP_063828305.1	NP_612113.2
XP_063828306.1	NP_523904.1
XP_063828311.1	NP_647701.1
XP_063828312.1	NP_612091.1
XP_063828316.1	NP_648366.2
XP_063828317.1	NP_647762.3
XP_063828318.1	NP_648365.1
XP_063828319.1	NP_476773.1
XP_063828328.1	NP_648090.1
XP_063828329.1	NP_524105.2
XP_063828330.1	NP_647958.1
XP_063828331.1	NP_477231.1
XP_063828332.1	NP_611753.4
XP_063828336.1	NP_476760.1
XP_063828337.1	NP_573228.1
XP_063828338.1	NP_523722.1
XP_063828339.1	NP_652634.1
XP_063828340.1	NP_651314.1
XP_063828343.1	NP_572567.1
XP_063828344.1	NP_610042.1
XP_063828345.1	NP_572869.1
XP_063828346.1	NP_610604.3
XP_063828349.1	NP_610842.1
XP_063828350.1	NP_648062.2
XP_063828351.1	NP_524792.1
XP_063828354.1	NP_610608.1
XP_063828359.1	NP_611715.3
XP_063828362.1	NP_570062.1
XP_063828363.1	NP_610401.1
XP_063828367.1	NP_611573.1
XP_063828371.1	NP_647943.2
XP_063828372.1	NP_649411.1
XP_063828374.1	NP_731339.1
XP_063828376.1	NP_648095.2
XP_063828377.1	NP_610609.1
XP_063828378.1	NP_788324.1
XP_063828379.1	NP_611731.1
XP_063828382.1	NP_610313.1
XP_063828384.1	NP_572568.1
XP_063828385.1	NP_730742.1
XP_063828386.1	NP_611206.3
XP_063828387.1	NP_649412.1
XP_063828388.1	NP_648421.1
XP_063828389.1	NP_649127.1
XP_063828390.1	NP_001286703.1
XP_063828392.1	NP_650662.1
XP_063828393.1	NP_524714.1
XP_063828394.1	NP_649222.1
XP_063828395.1	NP_608981.1
XP_063828397.1	NP_648270.2
XP_063828399.1	NP_572359.2
XP_063828400.1	NP_572563.3
XP_063828402.1	NP_524900.1
XP_063828403.1	NP_572879.2
XP_063828407.1	NP_525048.1
XP_063828414.1	NP_569874.1
XP_063828424.1	NP_001097586.1
XP_063828425.1	NP_650444.1
XP_063828426.1	NP_727495.1
XP_063828432.1	NP_569971.3
XP_063828434.1	NP_608997.3
XP_063828440.1	NP_572881.1
XP_063828441.1	NP_608882.1
XP_063828442.1	NP_651829.1
XP_063828444.1	NP_611761.1
XP_063828445.1	NP_650777.1
XP_063828446.1	NP_523375.2
XP_063828447.1	NP_476786.2
XP_063828448.1	NP_651355.3
XP_063828450.1	NP_726709.2
XP_063828452.1	NP_523397.1
XP_063828453.1	NP_609804.1
XP_063828454.1	NP_652639.1
XP_063828456.1	NP_525050.1
XP_063828465.1	NP_732768.1
XP_063828467.1	NP_001033941.1
XP_063828483.1	NP_572673.1
XP_063828485.1	NP_524516.2
XP_063828491.1	NP_511128.2
XP_063828498.1	NP_572812.3
XP_063828502.1	NP_572384.1
XP_063828506.1	NP_569907.1
XP_063828507.1	NP_524480.2
XP_063828513.1	NP_001138164.1
XP_063828514.1	NP_523870.2
XP_063828515.1	NP_729470.1
XP_063828517.1	NP_610103.1
XP_063828520.1	NP_724834.1
XP_063828526.1	NP_572712.1
XP_063828536.1	NP_511158.2
XP_063828537.1	NP_608523.1
XP_063828538.1	NP_524874.2
XP_063828540.1	NP_569904.1
XP_063828543.1	NP_649437.2
XP_063828544.1	NP_652004.2
XP_063828545.1	NP_610398.1
XP_063828549.1	NP_732113.3
XP_063828553.1	NP_648219.1
XP_063828555.1	NP_572662.1
XP_063828560.1	NP_572809.1
XP_063828561.1	NP_652000.1
XP_063828563.1	NP_727670.1
XP_063828567.1	NP_573098.1
XP_063828568.1	NP_650786.2
XP_063828572.1	NP_524637.2
XP_063828573.1	NP_523930.3
XP_063828578.1	NP_651823.1
XP_063828581.1	NP_727109.2
XP_063828585.1	NP_523959.2
XP_063828586.1	NP_648904.1
XP_063828589.1	NP_647940.1
XP_063828592.1	NP_572689.1
XP_063828593.1	NP_726811.1
XP_063828594.1	NP_569995.1
XP_063828595.1	NP_611536.1
XP_063828596.1	NP_652030.3
XP_063828597.1	NP_725047.2
XP_063828598.1	NP_569997.1
XP_063828606.1	NP_651987.1
XP_063828609.1	NP_523840.1
XP_063828611.1	NP_651243.1
XP_063828612.1	NP_608362.2
XP_063828613.1	NP_612047.1
XP_063828622.1	NP_569970.2
XP_063828624.1	NP_610562.1
XP_063828627.1	NP_569981.1
XP_063828628.1	NP_724699.1
XP_063828633.1	NP_523839.2
XP_063828635.1	NP_523388.1
XP_063828636.1	NP_570069.1
XP_063828637.1	NP_476626.2
XP_063828642.1	NP_572256.1
XP_063828643.1	NP_611463.1
XP_063828646.1	NP_572814.1
XP_063828648.1	NP_524779.1
XP_063828652.1	NP_726910.1
XP_063828653.1	NP_525066.1
XP_063828655.1	NP_788762.1
XP_063828657.1	NP_477484.2
XP_063828660.1	NP_569834.1
XP_063828661.1	NP_572974.1
XP_063828667.1	NP_525083.2
XP_063828668.1	NP_569844.2
XP_063828669.1	NP_608348.1
XP_063828672.1	NP_573372.1
XP_063828673.1	NP_648680.2
XP_063828676.1	NP_651657.1
XP_063828679.1	NP_650192.1
XP_063828680.1	NP_608520.1
XP_063828681.1	NP_649079.2
XP_063828682.1	NP_647818.3
XP_063828683.1	NP_572369.3
XP_063828684.1	NP_727144.1
XP_063828685.1	NP_572151.1
XP_063828690.1	NP_620473.1
XP_063828693.1	NP_648012.1
XP_063828698.1	NP_648017.1
XP_063828700.1	NP_477507.1
XP_063828704.1	NP_609910.1
XP_063828707.1	NP_572686.1
XP_063828708.1	NP_788910.1
XP_063828709.1	NP_650056.1
XP_063828710.1	NP_476714.1
XP_063828715.1	NP_727428.1
XP_063828716.1	NP_523473.2
XP_063828718.1	NP_650423.1
XP_063828728.1	NP_569845.2
XP_063828729.1	NP_572423.1
XP_063828731.1	NP_608360.2
XP_063828732.1	NP_477436.1
XP_063828733.1	NP_648435.1
XP_063828734.1	NP_726727.1
XP_063828735.1	NP_569972.1
XP_063828743.1	NP_650672.1
XP_063828744.1	NP_573360.1
XP_063828746.1	NP_569835.1
XP_063828748.1	NP_511141.2
XP_063828752.1	NP_572704.1
XP_063828754.1	NP_572458.3
XP_063828757.1	NP_525069.2
XP_063828759.1	NP_001014757.2
XP_063828760.1	NP_001027087.1
XP_063828766.1	NP_572840.1
XP_063828767.1	NP_524981.2
XP_063828769.1	NP_651990.1
XP_063828772.1	NP_609055.2
XP_063828775.1	NP_524049.1
XP_063828777.1	NP_569856.2
XP_063828779.1	NP_609963.1
XP_063828785.1	NP_572304.5
XP_063828788.1	NP_570001.5
XP_063828795.1	NP_608637.1
XP_063828799.1	NP_651527.3
XP_063828802.1	NP_524217.1
XP_063828805.1	NP_651677.2
XP_063828807.1	NP_524887.2
XP_063828808.1	NP_648685.1
XP_063828809.1	NP_524751.3
XP_063828810.1	NP_651721.1
XP_063828811.1	NP_650021.1
XP_063828812.1	NP_608888.2
XP_063828816.1	NP_572817.1
XP_063828818.1	NP_648520.1
XP_063828819.1	NP_569900.3
XP_063828820.1	NP_572740.1
XP_063828821.1	NP_570009.2
XP_063828822.1	NP_724416.2
XP_063828823.1	NP_650477.1
XP_063828824.1	NP_569973.1
XP_063828833.1	NP_477389.4
XP_063828834.1	NP_572663.1
XP_063828836.1	NP_572385.2
XP_063828837.1	NP_524660.1
XP_063828840.1	NP_572167.3
XP_063828844.1	NP_650916.1
XP_063828845.1	NP_728104.1
XP_063828846.1	NP_572873.2
XP_063828847.1	NP_477118.1
XP_063828848.1	NP_608331.1
XP_063828849.1	NP_572309.2
XP_063828852.1	NP_569891.1
XP_063828856.1	NP_608334.3
XP_063828857.1	NP_572749.2
XP_063828858.1	NP_572658.2
XP_063828864.1	NP_569850.1
XP_063828865.1	NP_650156.1
XP_063828869.1	NP_727393.1
XP_063828877.1	NP_572722.2
XP_063828879.1	NP_996458.1
XP_063828880.1	NP_651555.1
XP_063828881.1	NP_610134.2
XP_063828882.1	NP_722859.1
XP_063828883.1	NP_001138136.1
XP_063828884.1	NP_572805.1
XP_063828886.1	NP_611270.1
XP_063828887.1	NP_788896.1
XP_063828894.1	NP_476986.1
XP_063828898.1	NP_649489.1
XP_063828903.1	NP_572176.2
XP_063828905.1	NP_572528.1
XP_063828907.1	NP_609941.2
XP_063828908.1	NP_523488.2
XP_063828909.1	NP_523421.2
XP_063828911.1	NP_523505.1
XP_063828912.1	NP_728338.2
XP_063828913.1	NP_610358.1
XP_063828917.1	NP_476989.2
XP_063828918.1	NP_996330.1
XP_063828919.1	NP_649919.1
XP_063828920.1	NP_651711.1
XP_063828925.1	NP_648010.1
XP_063828927.1	NP_648302.2
XP_063828928.1	NP_608361.3
XP_063828936.1	NP_572463.1
XP_063828941.1	NP_648537.2
XP_063828946.1	NP_001036316.1
XP_063828947.1	NP_572314.1
XP_063828948.1	NP_572771.1
XP_063828949.1	NP_001033832.1
XP_063828952.1	NP_648410.1
XP_063828956.1	NP_608388.2
XP_063828960.1	NP_569902.2
XP_063828961.1	NP_724157.1
XP_063828962.1	NP_573095.1
XP_063828963.1	NP_572988.1
XP_063828966.1	NP_511071.3
XP_063828967.1	NP_651398.1
XP_063828968.1	NP_572442.1
XP_063828969.1	NP_525111.1
XP_063828976.1	NP_572850.5
XP_063828977.1	NP_647901.1
XP_063828981.1	NP_650702.1
XP_063828983.1	NP_649851.1
XP_063828988.1	NP_651085.2
XP_063828989.1	NP_523987.1
XP_063828992.1	NP_573025.2
XP_063828993.1	NP_524864.2
XP_063828994.1	NP_525045.3
XP_063828995.1	NP_649580.1
XP_063828996.1	NP_573092.1
XP_063828997.1	NP_651942.2
XP_063829003.1	NP_610527.1
XP_063829005.1	NP_649227.2
XP_063829009.1	NP_511112.1
XP_063829013.1	NP_608318.5
XP_063829017.1	NP_001014752.2
XP_063829021.1	NP_611712.2
XP_063829027.1	NP_651276.2
XP_063829028.1	NP_611565.2
XP_063829032.1	NP_572217.1
XP_063829034.1	NP_611013.1
XP_063829036.1	NP_511078.2
XP_063829037.1	NP_523569.3
XP_063829039.1	NP_523517.1
XP_063829042.1	NP_648161.1
XP_063829045.1	NP_610678.1
XP_063829050.1	NP_523595.1
XP_063829059.1	NP_477005.1
XP_063829062.1	NP_609647.1
XP_063829063.1	NP_476925.1
XP_063829065.1	NP_611022.2
XP_063829066.1	NP_523544.2
XP_063829067.1	NP_610199.2
XP_063829071.1	NP_524507.1
XP_063829074.1	NP_722922.1
XP_063829075.1	NP_476882.1
XP_063829078.1	NP_610665.2
XP_063829083.1	NP_523863.1
XP_063829085.1	NP_001014630.3
XP_063829089.1	NP_611993.1
XP_063829091.1	NP_610423.3
XP_063829092.1	NP_649560.1
XP_063829100.1	NP_572445.1
XP_063829102.1	NP_611609.1
XP_063829107.1	NP_523395.1
XP_063829108.1	NP_523816.2
XP_063829114.1	NP_732931.1
XP_063829115.1	NP_524505.2
XP_063829116.1	NP_524073.2
XP_063829118.1	NP_476804.1
XP_063829123.1	NP_477026.1
XP_063829124.1	NP_611166.2
XP_063829125.1	NP_611182.1
XP_063829127.1	NP_610202.3
XP_063829129.1	NP_611900.1
XP_063829130.1	NP_611750.1
XP_063829133.1	NP_608895.1
XP_063829134.1	NP_001137791.2
XP_063829135.1	NP_524820.2
XP_063829146.1	NP_609211.1
XP_063829147.1	NP_609205.1
XP_063829150.1	NP_001287583.1
XP_063829156.1	NP_610944.1
XP_063829159.1	NP_610615.1
XP_063829161.1	NP_648833.1
XP_063829164.1	NP_608690.2
XP_063829165.1	NP_650863.3
XP_063829166.1	NP_649656.1
XP_063829168.1	NP_001246825.1
XP_063829169.1	NP_608883.1
XP_063829173.1	NP_001027573.1
XP_063829177.1	NP_610414.1
XP_063829179.1	NP_476589.4
XP_063829183.1	NP_610614.1
XP_063829184.1	NP_523838.1
XP_063829186.1	NP_996085.2
XP_063829188.1	NP_610761.2
XP_063829189.1	NP_611555.2
XP_063829193.1	NP_651896.1
XP_063829202.1	NP_001097075.2
XP_063829203.1	NP_787969.1
XP_063829204.1	NP_608657.1
XP_063829207.1	NP_611155.3
XP_063829209.1	NP_648684.1
XP_063829211.1	NP_650115.1
XP_063829212.1	NP_610184.2
XP_063829213.1	NP_524612.2
XP_063829217.1	NP_610731.2
XP_063829220.1	NP_524151.2
XP_063829226.1	NP_609796.1
XP_063829228.1	NP_648470.2
XP_063829229.1	NP_524161.2
XP_063829230.1	NP_608806.3
XP_063829232.1	NP_723730.2
XP_063829233.1	NP_610280.1
XP_063829234.1	NP_652664.2
XP_063829235.1	NP_608501.1
XP_063829238.1	NP_651044.1
XP_063829240.1	NP_610763.1
XP_063829242.1	NP_001368961.1
XP_063829243.1	NP_650002.1
XP_063829249.1	NP_524296.2
XP_063829251.1	NP_650684.1
XP_063829252.1	NP_648171.1
XP_063829253.1	NP_523443.1
XP_063829254.1	NP_523957.1
XP_063829261.1	NP_608871.1
XP_063829262.1	NP_649887.1
XP_063829263.1	NP_573056.1
XP_063829268.1	NP_572417.1
XP_063829269.1	NP_787989.1
XP_063829271.1	NP_608535.1
XP_063829273.1	NP_001246788.1
XP_063829278.1	NP_649135.2
XP_063829279.1	NP_610525.4
XP_063829287.1	NP_523391.3
XP_063829288.1	NP_612053.1
XP_063829289.1	NP_723541.1
XP_063829290.1	NP_511115.2
XP_063829291.1	NP_611899.1
XP_063829296.1	NP_524718.2
XP_063829297.1	NP_610044.2
XP_063829299.1	NP_001259745.1
XP_063829301.1	NP_608400.2
XP_063829302.1	NP_651400.1
XP_063829306.1	NP_648624.1
XP_063829308.1	NP_477223.2
XP_063829311.1	NP_608880.2
XP_063829312.1	NP_524675.1
XP_063829313.1	NP_572220.1
XP_063829315.1	NP_608873.1
XP_063829317.1	NP_611167.2
XP_063829318.1	NP_572289.2
XP_063829319.1	NP_648733.2
XP_063829320.1	NP_610879.1
XP_063829321.1	NP_609464.1
XP_063829322.1	NP_608578.1
XP_063829325.1	NP_523728.1
XP_063829327.1	NP_649496.3
XP_063829332.1	NP_523384.3
XP_063829336.1	NP_524786.1
XP_063829344.1	NP_611973.2
XP_063829345.1	NP_570025.1
XP_063829347.1	NP_610097.2
XP_063829352.1	NP_572557.1
XP_063829356.1	NP_620114.3
XP_063829357.1	NP_477473.1
XP_063829358.1	NP_650619.1
XP_063829361.1	NP_524830.2
XP_063829363.1	NP_609898.1
XP_063829366.1	NP_477405.1
XP_063829368.1	NP_608736.2
XP_063829369.1	NP_723540.1
XP_063829370.1	NP_650842.2
XP_063829373.1	NP_572675.1
XP_063829378.1	NP_611878.1
XP_063829383.1	NP_477295.1
XP_063829385.1	NP_608573.1
XP_063829386.1	NP_608572.1
XP_063829388.1	NP_572488.1
XP_063829392.1	NP_476805.1
XP_063829393.1	NP_573068.3
XP_063829394.1	NP_477269.1
XP_063829397.1	NP_611163.2
XP_063829403.1	NP_542445.1
XP_063829404.1	NP_511068.2
XP_063829406.1	NP_524415.1
XP_063829407.1	NP_611217.1
XP_063829408.1	NP_476883.1
XP_063829409.1	NP_609767.2
XP_063829411.1	NP_609918.1
XP_063829412.1	NP_608786.2
XP_063829414.1	NP_788345.1
XP_063829415.1	NP_572529.2
XP_063829422.1	NP_524354.1
XP_063829426.1	NP_608615.1
XP_063829429.1	NP_610022.3
XP_063829434.1	NP_523535.2
