Gene ID	Protein accession	drosophila_melanogaster	NCBI GeneID	Symbol	Description
135072898	XP_063822994.1	NP_609785.1	34959.0	CG13258	uncharacterized protein
135072463	XP_063822445.1	NP_477508.1	34947.0	beat-Ia	beaten path Ia
135072900	XP_063822995.1	NP_524939.1	49425.0	mRpL4	mitochondrial ribosomal protein L4
135072451	XP_063822426.1	NP_608738.1	33513.0	Prp40	pre-mRNA processing factor 40
135072447	XP_063822417.1	NP_573116.2	32594.0	SWIP	Strumpellin and WASH-interacting protein
135072902	XP_063822996.1	NP_523805.1	37476.0	Tbp	TATA binding protein
135072903	XP_063822997.1	NP_611604.1	37475.0	eIF3k	eukaryotic translation initiation factor 3 subunit k
135072904	XP_063822998.1				
135072905	XP_063823000.1				
135072792	XP_063822899.1				
135072906	XP_063823001.1	NP_476949.2	33240.0	Gsc	Goosecoid
135072461	XP_063822440.1	NP_608551.1	33264.0	CG4291	uncharacterized protein
135072438	XP_063822405.1	NP_523533.2	34364.0	me31B	maternal expression at 31B
135072793	XP_063822900.1	NP_723600.2	34453.0	Trim9	Tripartite motif containing 9
135072907	XP_063823002.1				
135072908	XP_063823003.1				
135072457	XP_063822435.1	NP_651779.1	43591.0	CG9747	uncharacterized protein
135072741	XP_063822849.1				
135072462	XP_063822443.1	NP_651780.1	43592.0	CG15531	uncharacterized protein
135072454	XP_063822429.1				
135072439	XP_063822407.1	NP_651781.1	43593.0	CG9743	uncharacterized protein
135072440	XP_063822412.1				
135072441	XP_063822413.1	NP_001034050.1	41630.0	CG15888	uncharacterized protein
135072909	XP_063823004.1	NP_650270.1	41631.0	apn	apnoia
135072464	XP_063822446.1	NP_731783.1	41632.0	Osi22	Osiris 22
135072448	XP_063822418.1	NP_650273.2	41634.0	CG8773	uncharacterized protein
135072456	XP_063822434.1				
135072910	XP_063823005.1				
135072459	XP_063822437.1				
135072460	XP_063822439.1				
135072455	XP_063822431.1	NP_731790.1	41639.0	PK2-R1	Pyrokinin 2 receptor 1
135072449	XP_063822423.1	NP_608614.1	33349.0	frtz	fritz
135072465	XP_063822447.1	NP_476776.1	33629.0	RpL40	Ribosomal protein L40
135072913	XP_063823006.1	NP_652184.2	50002.0	COX7A	Cytochrome c oxidase subunit 7A
135072443	XP_063822414.1	NP_569729.1	37517.0	Synj	Synaptojanin
135072444	XP_063822415.1	NP_608841.1	33658.0	FIG4	FIG4 phosphoinositide 5-phosphatase
135072450	XP_063822425.1	NP_524866.4	46015.0	tutl	turtle
135072795	XP_063822901.1				
135072914	XP_063823007.1	NP_609175.2	34094.0	CG7367	uncharacterized protein
135072445	XP_063822416.1	NP_536740.1	42026.0	nonA-l	nonA-like
135072467	XP_063822448.1	NP_525068.1	31373.0	mei-9	meiotic 9
135072468	XP_063822450.1	NP_536756.1	40668.0	Pcmt	Protein-L-isoaspartate (D-aspartate) O-methyltransferase
135072470	XP_063822456.1	NP_608580.2	33301.0	CG14341	uncharacterized protein
135072469	XP_063822453.1	NP_609172.1	34091.0	Spn28Dc	Serpin 28Dc
135072471	XP_063822457.1	NP_476605.1	34956.0	crp	cropped
135072473	XP_063822459.1				
135072478	XP_063822466.1	NP_609591.2	34686.0	MRP	Multidrug-Resistance like Protein 1
135072476	XP_063822465.1	NP_477208.1	33201.0	U2af38	U2 small nuclear riboprotein auxiliary factor 38
135072475	XP_063822462.1				
135072479	XP_063822474.1	NP_523469.2	33619.0	ed	echinoid
135072796	XP_063822902.1	NP_476966.1	33611.0	capu	cappuccino
135072480	XP_063822475.1				
135072481	XP_063822476.1				
135072483	XP_063822480.1	NP_477136.1	34120.0	Ssb-c31a	Single stranded-binding protein c31A
135072797	XP_063822903.1	NP_609149.3	34063.0	CG7149	uncharacterized protein
135072485	XP_063822481.1	NP_609150.2	34064.0	LKRSDH	Lysine ketoglutarate reductase/saccharopine dehydrogenase
135072486	XP_063822482.1	NP_001015100.2	3354863.0	klhl10	kelch like family member 10
135072487	XP_063822489.1	NP_609380.1	34390.0	CG4995	uncharacterized protein
135072488	XP_063822491.1				
135072489	XP_063822494.1	NP_608884.1	33711.0	Scox	Synthesis of cytochrome c oxidase
135072798	XP_063822905.1				
135072490	XP_063822495.1	NP_651119.2	42727.0	CG17111	uncharacterized protein
135072492	XP_063822496.1				
135072493	XP_063822498.1				
135072495	XP_063822500.1	NP_650306.1	41677.0	f-cup	flyers-cup
135072496	XP_063822502.1	NP_001015386.3	3355097.0	Gpb5	Glycoprotein hormone beta 5
135072497	XP_063822504.1	NP_476962.1	34367.0	Ror	Ror
135072498	XP_063822505.1				
135072500	XP_063822507.1	NP_524867.2	46032.0	Bka	Bekka
135072499	XP_063822506.1	NP_611503.1	37339.0	DMAP1	DNA methyltransferase 1 associated protein 1
135072501	XP_063822509.1				
135072502	XP_063822513.1	NP_728540.1	318050.0	CG32483	uncharacterized protein
135072504	XP_063822514.1				
135072505	XP_063822516.1				
135072506	XP_063822518.1				
135072742	XP_063822850.1	NP_609830.2	35037.0	beat-IIIc	beaten path IIIc
135072537	XP_063822554.1	NP_524205.2	40424.0	Syn1	Syntrophin-like 1
135072544	XP_063822567.1	NP_608750.1	33528.0	ND-B14.5B	NADH dehydrogenase (ubiquinone) B14.5 B subunit
135072538	XP_063822555.1	NP_609786.2	34962.0	CG17328	uncharacterized protein
135072799	XP_063822906.1				
135072920	XP_063823009.1	NP_609176.1	34095.0	baf	barrier to autointegration factor
135072539	XP_063822557.1	NP_651120.1	42728.0	CG6726	uncharacterized protein
135072541	XP_063822563.1	NP_523582.4	34966.0	Syx5	Syntaxin 5
135072508	XP_063822519.1	NP_609586.1	34681.0	spict	spichthyin
135072509	XP_063822520.1				
135072511	XP_063822521.1	NP_477027.1	34392.0	RnrL	Ribonucleoside diphosphate reductase large subunit
135072512	XP_063822522.1	NP_609579.1	34674.0	CCT4	Chaperonin containing TCP1 subunit 4
135072513	XP_063822523.1	NP_722456.1	37305.0	MED8	Mediator complex subunit 8
135072514	XP_063822525.1	NP_611351.1	37142.0	Sec6	Secretory 6
135072516	XP_063822527.1				
135072517	XP_063822529.1				
135072515	XP_063822526.1	NP_609227.1	34169.0	CG13398	uncharacterized protein
135072518	XP_063822530.1	NP_609544.2	34626.0	Rab3-GAP	Rab3 GTPase activating protein
135072519	XP_063822531.1	NP_609608.1	34711.0	Alg7	Alg7 dolichyl-phosphate N-acetylglucosaminephosphotransferase
135072521	XP_063822533.1	NP_524905.1	47942.0	scat	scattered
135072921	XP_063823010.1	NP_608524.1	33217.0	BBS8	Bardet-Biedl syndrome 8
135072922	XP_063823011.1	NP_609289.1	34262.0	CG3769	uncharacterized protein
135072744	XP_063822851.1				
135072924	XP_063823012.1	NP_649748.1	40934.0	Taf7	TBP-associated factor 7
135072543	XP_063822566.1	NP_476939.1	34102.0	Trf	TBP-related factor
135072800	XP_063822907.1				
135072801	XP_063822908.1	NP_001036333.1	4379887.0	CG34124	uncharacterized protein
135072545	XP_063822569.1	NP_652578.1	50459.0	osi	orsai
135072536	XP_063822548.1	NP_523460.2	33473.0	Syt1	Synaptotagmin 1
135072803	XP_063822909.1				
135072804	XP_063822910.1				
135072805	XP_063822911.1				
135072806	XP_063822913.1	NP_523575.1	34912.0	kek3	kekkon 3
135072522	XP_063822534.1	NP_612013.3	3772691.0	Kaz1-ORFB	Kaz1-ORFB
135072927	XP_063823014.1				
135072524	XP_063822536.1	NP_570074.3	318211.0	HIP	Hsc/Hsp70-interacting protein
135072525	XP_063822537.1	NP_511152.2	32375.0	mRpL38	mitochondrial ribosomal protein L38
135072526	XP_063822538.1				
135072527	XP_063822540.1	NP_611868.1	37830.0	CG4324	uncharacterized protein
135072929	XP_063823015.1				
135072930	XP_063823016.1				
135072932	XP_063823017.1				
135072533	XP_063822546.1	NP_477497.1	33627.0	ft	fat
135072933	XP_063823018.1	NP_001036339.1	33751.0	CG14034	uncharacterized protein
135072934	XP_063823019.1				
135072529	XP_063822541.1	NP_608682.3	33429.0	CG18641	uncharacterized protein
135072530	XP_063822542.1	NP_608681.2	33427.0	VGlut	Vesicular glutamate transporter
135072531	XP_063822543.1	NP_476734.1	34524.0	aub	aubergine
135072807	XP_063822914.1	NP_724119.1	35117.0	CG43338	uncharacterized protein
135072808	XP_063822915.1				
135072535	XP_063822547.1	NP_651828.2	43655.0	CG15544	uncharacterized protein
135072540	XP_063822558.1	NP_651515.1	43240.0	CG6330	uncharacterized protein
135072532	XP_063822544.1	NP_524524.1	43241.0	Tsp97E	Tetraspanin 97E
135072542	XP_063822565.1	NP_001014528.1	3346177.0	CG33506	uncharacterized protein
135072809	XP_063822916.1				
135072547	XP_063822570.1	NP_524070.2	39594.0	RecQ5	RecQ5 helicase
135072548	XP_063822571.1				
135072549	XP_063822575.1	NP_609207.1	34140.0	CG7806	uncharacterized protein
135072935	XP_063823021.1	NP_609206.1	34139.0	CG7810	uncharacterized protein
135072550	XP_063822576.1	NP_609811.1	35013.0	CG13272	uncharacterized protein
135072552	XP_063822577.1	NP_609536.1	34618.0	Tom70	Translocase of outer membrane 70
135072560	XP_063822589.1	NP_608613.1	33348.0	mRpL48	mitochondrial ribosomal protein L48
135072937	XP_063823022.1				
135072745	XP_063822853.1	NP_523498.2	33991.0	Mnn1	Menin 1
135072554	XP_063822579.1	NP_001137876.1	7354428.0	CG42245	uncharacterized protein
135072553	XP_063822578.1				
135072939	XP_063823023.1	NP_001104054.3	5740142.0	Gpa2	Glycoprotein hormone alpha 2
135072555	XP_063822581.1	NP_723391.2	34167.0	emb	embargoed
135072557	XP_063822586.1	NP_608819.1	33628.0	CG3702	uncharacterized protein
135072556	XP_063822582.1				
135072940	XP_063823024.1	NP_523559.3	34688.0	kek1	kekkon 1
135072559	XP_063822588.1				
135072810	XP_063822917.1				
135072811	XP_063822918.1				
135072812	XP_063822920.1				
135072813	XP_063822921.1				
135072814	XP_063822922.1	NP_609594.2	34693.0	CG16800	uncharacterized protein
135072943	XP_063823025.1				
135072561	XP_063822590.1	NP_609369.1	34378.0	Ufd4	Ubiquitin fusion-degradation 4-like
135072815	XP_063822923.1				
135072563	XP_063822592.1	NP_608487.1	33162.0	galectin	galectin
135072562	XP_063822591.1	NP_722762.1	33386.0	Glyp	Glycogen phosphorylase
135072566	XP_063822595.1	NP_523649.5	35652.0	Dscam1	Down syndrome cell adhesion molecule 1
135072569	XP_063822603.1	NP_572610.1	31950.0	ATPsyndelta	ATP synthase, delta subunit
135072816	XP_063822924.1				
135072568	XP_063822600.1	NP_652731.1	117369.0	Desat1	Desaturase 1
135072567	XP_063822599.1	NP_723724.1	34634.0	Patsas	patsas
135072571	XP_063822605.1				
135072570	XP_063822604.1	NP_723383.1	34160.0	CG13384	uncharacterized protein
135072572	XP_063822606.1	NP_610460.1	35931.0	alc	alicorn
135072573	XP_063822608.1	NP_608902.1	33734.0	senju	senju
135072574	XP_063822609.1	NP_608569.1	33289.0	TBC1D23	TBC1 domain family member 23
135072817	XP_063822925.1				
135072589	XP_063822631.1				
135072576	XP_063822610.1				
135072577	XP_063822611.1				
135072946	XP_063823027.1				
135072579	XP_063822616.1	NP_477153.1	33526.0	toc	toucan
135072590	XP_063822632.1	NP_608741.1	33516.0	GABPI	beta4GalNAcTB pilot
135072582	XP_063822620.1	NP_608742.2	33517.0	CG17258	uncharacterized protein
135072591	XP_063822636.1	NP_608548.1	33258.0	PGAP2	Post-GPI attachment to proteins 2
135072585	XP_063822627.1	NP_609923.2	35156.0	L2HGDH	L-2-hydroxyglutarate dehydrogenase
135072584	XP_063822626.1				
135072587	XP_063822630.1				
135072819	XP_063822926.1				
135072586	XP_063822628.1				
135072820	XP_063822927.1	NP_477140.1	33823.0	dsf	dissatisfaction
135072949	XP_063823028.1	NP_651226.1	42874.0	mora	morgana
135072821	XP_063822928.1	NP_608968.2	33819.0	bchs	blue cheese
135072583	XP_063822622.1	NP_523523.2	34263.0	numb	numb
135072950	XP_063823029.1	NP_524942.1	49762.0	l(3)87Df	lethal (3) 87Df
135072578	XP_063822614.1				
135072580	XP_063822618.1	NP_524337.1	41605.0	ry	rosy
135072592	XP_063822637.1	NP_609058.2	33930.0	Tango1	Transport and Golgi organization 1
135072581	XP_063822619.1	NP_609769.2	34933.0	CG13243	uncharacterized protein
135072822	XP_063822930.1				
135072823	XP_063822931.1	NP_608558.1	33276.0	Tmtc2	Transmembrane O-mannosyltransferase targeting cadherins 2
135072953	XP_063823031.1				
135072597	XP_063822640.1	NP_728468.1	33144.0	Cda4	Chitin deacetylase-like 4
135072595	XP_063822638.1	NP_995614.1	33434.0	Slh	SLY-1 homologous
135072596	XP_063822639.1	NP_524622.1	43792.0	CaMKI	Calcium/calmodulin-dependent protein kinase I
135072598	XP_063822642.1	NP_511120.2	32083.0	dlg1	discs large 1
135072600	XP_063822654.1	NP_477161.1	34526.0	RpL9	Ribosomal protein L9
135072954	XP_063823032.1	NP_647661.1	38230.0	mRpL46	mitochondrial ribosomal protein L46
135072605	XP_063822665.1	NP_477311.1	33432.0	dpp	decapentaplegic
135072601	XP_063822657.1	NP_648021.1	38692.0	CG13295	uncharacterized protein
135072824	XP_063822932.1	NP_477092.1	35653.0	cos	costa
135072603	XP_063822663.1	NP_788055.2	34835.0	CG33090	uncharacterized protein
135072602	XP_063822659.1	NP_731923.2	41770.0	stumps	stumps
135072956	XP_063823033.1	NP_651807.1	43630.0	jdp	jdp
135072607	XP_063822670.1				
135072606	XP_063822668.1				
135072608	XP_063822671.1				
135072609	XP_063822673.1	NP_733371.1	43620.0	PH4alphaEFB	prolyl-4-hydroxylase-alpha EFB
135072957	XP_063823034.1	NP_648767.1	39669.0	CG7275	uncharacterized protein
135072610	XP_063822675.1	NP_572494.1	31799.0	CG12081	uncharacterized protein
135072618	XP_063822685.1	NP_723968.1	34982.0	dac	dachshund
135072622	XP_063822693.1				
135072611	XP_063822676.1	NP_609793.2	34977.0	jhamt	juvenile hormone acid methyltransferase
135072958	XP_063823035.1				
135072825	XP_063822933.1				
135072620	XP_063822689.1	NP_609177.1	34096.0	Cka	Connector of kinase to AP-1
135072612	XP_063822677.1	NP_723226.1	33967.0	x16	x16 splicing factor
135072614	XP_063822679.1	NP_477270.2	33203.0	Pi3K21B	Pi3K21B
135072627	XP_063822699.1	NP_611624.3	37500.0	CG9304	uncharacterized protein
135072617	XP_063822684.1	NP_511149.2	32340.0	rdgB	retinal degeneration B
135072621	XP_063822692.1	NP_647756.1	38355.0	CPT2	Carnitine palmitoyltransferase 2
135072624	XP_063822695.1				
135072616	XP_063822683.1	NP_476840.2	33218.0	ex	expanded
135072625	XP_063822696.1				
135072631	XP_063822707.1				
135072623	XP_063822694.1	NP_608618.1	33354.0	CG17646	uncharacterized protein
135072628	XP_063822700.1				
135072629	XP_063822701.1	NP_787975.1	33676.0	fipi	factor of interpulse interval
135072630	XP_063822703.1				
135072963	XP_063823037.1				
135072615	XP_063822682.1				
135072964	XP_063823040.1				
135072966	XP_063823041.1				
135072632	XP_063822708.1	NP_609216.1	34152.0	CG17292	uncharacterized protein
135072968	XP_063823043.1				
135072658	XP_063822743.1	NP_609442.2	34476.0	CG6431	uncharacterized protein
135072649	XP_063822730.1	NP_733183.1	43244.0	CG31075	uncharacterized protein
135072650	XP_063822731.1				
135072646	XP_063822723.1				
135072644	XP_063822721.1	NP_609606.2	34709.0	Sfmbt	Scm-related gene containing four mbt domains
135072651	XP_063822732.1	NP_477500.1	34166.0	fy	fuzzy
135072643	XP_063822718.1	NP_648775.1	39683.0	AGO2	Argonaute 2
135072661	XP_063822746.1	NP_651225.1	42873.0	CG13606	uncharacterized protein
135072746	XP_063822854.1				
135072747	XP_063822855.1				
135072970	XP_063823045.1				
135072971	XP_063823046.1	NP_650698.1	42188.0	CG18598	uncharacterized protein
135072748	XP_063822856.1				
135072634	XP_063822709.1	NP_649734.2	40918.0	Sp7	Serine protease 7
135072654	XP_063822736.1	NP_524592.2	43604.0	heca	headcase
135072645	XP_063822722.1				
135072636	XP_063822711.1	NP_477089.3	42366.0	Ask1	Apoptotic signal-regulating kinase 1
135072974	XP_063823048.1				
135072637	XP_063822712.1	NP_650867.1	42400.0	CG5023	uncharacterized protein
135072973	XP_063823047.1	NP_651532.1	43261.0	CG14259	uncharacterized protein
135072638	XP_063822713.1				
135072659	XP_063822745.1				
135072641	XP_063822716.1	NP_788635.3	41302.0	Cad86C	Cadherin 86C
135072826	XP_063822935.1				
135072657	XP_063822740.1				
135072656	XP_063822739.1				
135072827	XP_063822936.1	NP_731930.3	41774.0	Cad88C	Cadherin 88C
135072640	XP_063822715.1	NP_731941.1	41785.0	eff	effete
135072639	XP_063822714.1	NP_650387.1	41784.0	CG7530	uncharacterized protein
135072655	XP_063822738.1	NP_733410.2	43664.0	Ptx1	Ptx1
135072662	XP_063822747.1	NP_524597.1	43662.0	Sap-r	Saposin-related
135072828	XP_063822937.1	NP_572965.1	32396.0	nmdyn-D6	nmdyn-D6
135072829	XP_063822938.1	NP_651832.3	43660.0	CG12071	uncharacterized protein
135072830	XP_063822939.1				
135072648	XP_063822729.1				
135072653	XP_063822735.1	NP_609171.1	34090.0	Wwox	WW domain containing oxidoreductase
135072831	XP_063822940.1	NP_650389.2	41788.0	jvl	javelin-like
135072832	XP_063822941.1				
135072833	XP_063822942.1				
135072669	XP_063822748.1	NP_523596.2	35100.0	bsf	bicoid stability factor
135072675	XP_063822753.1	NP_609394.1	34414.0	Mdh1	Malate dehydrogenase 1
135072674	XP_063822752.1				
135072749	XP_063822857.1				
135072751	XP_063822858.1				
135072979	XP_063823049.1				
135072678	XP_063822756.1				
135072980	XP_063823050.1				
135072676	XP_063822755.1				
135072982	XP_063823052.1				
135072671	XP_063822749.1	NP_608323.1	32952.0	CG14205	uncharacterized protein
135072672	XP_063822750.1				
135072673	XP_063822751.1				
135072834	XP_063822943.1				
135072696	XP_063822775.1				
135072679	XP_063822757.1				
135072983	XP_063823053.1				
135072984	XP_063823054.1				
135072835	XP_063822945.1				
135072697	XP_063822776.1	NP_524125.2	39939.0	blot	bloated tubules
135072701	XP_063822788.1	NP_723737.1	34648.0	bru1	bruno 1
135072752	XP_063822859.1				
135072704	XP_063822799.1	NP_609537.1	34619.0	CG6766	uncharacterized protein
135072986	XP_063823057.1	NP_477068.1	34967.0	cni	cornichon
135072703	XP_063822798.1				
135072680	XP_063822758.1	NP_608886.1	33714.0	CG14043	uncharacterized protein
135072705	XP_063822801.1	NP_610287.2	35678.0	CG1620	uncharacterized protein
135072712	XP_063822810.1	NP_608612.3	33347.0	CG17660	uncharacterized protein
135072695	XP_063822774.1	NP_609548.1	34633.0	Ced-12	Ced-12
135072699	XP_063822780.1				
135072698	XP_063822777.1				
135072713	XP_063822811.1	NP_001137767.1	7354476.0	CG42371	uncharacterized protein
135072711	XP_063822809.1	NP_722959.1	319048.0	Tbcc	Tubulin-binding cofactor C
135072710	XP_063822808.1	NP_573301.2	32836.0	Pgant7	Polypeptide N-Acetylgalactosaminyltransferase 7
135072681	XP_063822759.1				
135072753	XP_063822861.1	NP_648151.2	38866.0	CG8492	uncharacterized protein
135072682	XP_063822760.1				
135072754	XP_063822862.1				
135072755	XP_063822863.1				
135072683	XP_063822761.1	NP_608923.1	33765.0	fusl	fuseless
135072706	XP_063822802.1	NP_608922.1	33763.0	CG14022	uncharacterized protein
135072709	XP_063822807.1	NP_610453.1	35923.0	Pgm2a	Phosphoglucomutase 2a
135072987	XP_063823058.1				
135072686	XP_063822764.1	NP_648167.1	38888.0	CG8209	uncharacterized protein
135072687	XP_063822765.1	NP_523966.2	38885.0	RNaseX25	Ribonuclease X25
135072836	XP_063822946.1				
135072988	XP_063823059.1	NP_652056.2	47730.0	CG12253	uncharacterized protein
135072837	XP_063822947.1	NP_609117.4	43928.0	chm	chameau
135072989	XP_063823060.1	NP_608544.1	33254.0	Dbp21E2	DEAD box protein 21E2
135072838	XP_063822948.1	NP_523447.2	33248.0	GABA-B-R3	metabotropic GABA-B receptor subtype 3
135072839	XP_063822949.1				
135072840	XP_063822951.1				
135072991	XP_063823061.1				
135072993	XP_063823062.1				
135072694	XP_063822773.1	NP_523750.2	36692.0	scb	scab
135072700	XP_063822784.1	NP_477427.1	33247.0	Eaat2	Excitatory amino acid transporter 2
135072693	XP_063822771.1	NP_523446.2	33245.0	ds	dachsous
135072841	XP_063822952.1				
135072842	XP_063822953.1				
135072843	XP_063822954.1	NP_608503.1	33184.0	Tbc1d15-17	TBC1 domain family member 15/17
135072995	XP_063823063.1				
135072844	XP_063822955.1	NP_996499.1	32788.0	Swt1	Swt1 RNA endoribonuclease
135072691	XP_063822768.1	NP_723549.1	326168.0	Mulk	Multi-substrate lipid kinase
135072690	XP_063822767.1	NP_651031.1	42622.0	CG18596	uncharacterized protein
135072845	XP_063822956.1	NP_647657.1	38224.0	CG8001	uncharacterized protein
135072692	XP_063822769.1				
135072708	XP_063822806.1	NP_651797.1	43618.0	CDase	Ceramidase
135072707	XP_063822803.1				
135072718	XP_063822816.1				
135072996	XP_063823065.1	NP_001036442.1	3355135.0	Stlk	Ste20-like kinase
135072717	XP_063822814.1				
135072716	XP_063822813.1	NP_001162885.1	3771968.0	Msp300	Muscle-specific protein 300 kDa
