Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_085116.1	3224057	3227328	10	plus	thioredoxin domain-containing protein 17	LOC101742990	101742990	protein-coding	XM_004930319.5	XP_004930376.1	126	
NC_085116.1	3227332	3263488	10	minus	SEC14-like protein 2	LOC101743132	101743132	protein-coding	XM_004930320.5	XP_004930377.1	408	
NC_085116.1	3240494	3246264	10	plus	armadillo repeat-containing protein gudu	LOC105842227	105842227	protein-coding	XM_012694013.4	XP_012549467.2	660	
NC_085116.1	3264370	3266820	10	minus	uncharacterized LOC101743276	LOC101743276	101743276	protein-coding	XM_004930321.5	XP_004930378.1	311	
NC_085116.1	3267665	3272086	10	plus	RNA binding motif protein 18	LOC692902	692902	protein-coding	NM_001046745.1	NP_001040210.1	193	
NC_085116.1	3272586	3281673	10	minus	RNA polymerase I-specific transcription initiation factor RRN3	LOC101743417	101743417	protein-coding	XM_004930322.5	XP_004930379.2	561	
NC_085116.1	3282450	3297328	10	plus	G protein alpha subunit	Galpha12	100862775	protein-coding	NM_001257002.2	NP_001243931.1	375	
NC_085116.1	3354333	3354776	10	minus	uncharacterized LOC119628996	LOC119628996	119628996	protein-coding	XM_038013300.1	XP_037869228.1	147	
NC_085116.1	3441575	3443755	10	minus	mucin-5AC-like	LOC119628997	119628997	protein-coding	XM_062670359.1	XP_062526343.1	504	
NC_085116.1	3504721	3568079	10	plus	uncharacterized LOC101737121	LOC101737121	101737121	protein-coding	XM_021350804.3	XP_021206479.1	443	
NC_085116.1	3619942	3632773	10	plus	carboxypeptidase	LOC778503	778503	protein-coding	NM_001098328.1	NP_001091798.1	275	
NC_085116.1	3633176	3659224	10	minus	integrin alpha-IIb-like	LOC101743745	101743745	protein-coding	NM_001309584.1	NP_001296513.1	964	
NC_085116.1	3661252	3683332	10	plus	integrin alpha-PS4-like	LOC101737265	101737265	protein-coding	NM_001309552.1	NP_001296481.1	957	
NC_085116.1	3687873	3721311	10	plus	integrin alpha-IIb	LOC101737408	101737408	protein-coding	XM_012693949.4	XP_012549403.1	951	
NC_085116.1	3722507	3729506	10	minus	C-type lectin 11	CTL11	692630	protein-coding	NM_001043611.1	NP_001037076.1	307	
NC_085116.1	3732110	3884214	10	minus	serine/threonine-protein kinase NLK	LOC101737550	101737550	protein-coding	XM_038013337.2	XP_037869265.1	455	
NC_085116.1	3887671	3911009	10	minus	ubiquitin-protein ligase E3B	LOC101743894	101743894	protein-coding	XM_004930325.5	XP_004930382.1	1078	
NC_085116.1	3917419	3975576	10	plus	T-box transcription factor TBX6	LOC101737694	101737694	protein-coding	XM_004930448.5	XP_004930505.2	367	
NC_085116.1	3975639	3977667	10	minus	ankyrin repeat and MYND domain-containing protein 2	LOC101744038	101744038	protein-coding	XM_004930326.4	XP_004930383.1	394	
NC_085116.1	3981019	4010159	10	minus	sodium-dependent dopamine transporter	LOC101744281	101744281	protein-coding	NM_001043897.2	NP_001037362.2	619	
NC_085116.1	4016021	4025908	10	plus	small integral membrane protein 14	LOC101744423	101744423	protein-coding	XM_004930328.4	XP_004930385.1	100	
NC_085116.1	4027082	4035506	10	minus	zinc finger CCHC domain-containing protein 8 homolog	LOC101744667	101744667	protein-coding	XM_004930330.4	XP_004930387.2	739	
NC_085116.1	4039858	4044513	10	plus	small ribosomal subunit protein mS22	LOC101744809	101744809	protein-coding	XM_004930331.5	XP_004930388.1	378	
NC_085116.1	4045197	4051003	10	plus	MORN repeat-containing protein 3	LOC101744955	101744955	protein-coding	XM_004930332.5	XP_004930389.1	253	
NC_085116.1	4050905	4057958	10	minus	ORAI calcium release-activated calcium modulator 1	Orai1	100188931	protein-coding	NM_001134764.1	NP_001128236.1	258	
NC_085116.1	4061625	4108679	10	plus	extracellular regulated MAP kinase	Erk	692466	protein-coding	NM_001043456.1	NP_001036921.1	364	
NC_085116.1	4180663	4181333	10	minus	mitochondrial ribosome and complex I assembly factor AltMIEF1	LOC101745101	101745101	protein-coding	XM_012694081.4	XP_012549535.2	67	
NC_085116.1	4183183	4185141	10	plus	death related ced-3/Nedd2-like protein	Dredd	100141428	protein-coding	NM_001114865.2	NP_001108337.1	543	
NC_085116.1	4187614	4188942	10	minus	ribonuclease P/MRP protein subunit POP5	LOC101745251	101745251	protein-coding	XM_004930334.5	XP_004930391.1	156	
NC_085116.1	4189326	4194282	10	plus	FGGY carbohydrate kinase domain-containing protein	LOC101745392	101745392	protein-coding	XM_004930335.5	XP_004930392.1	545	
NC_085116.1	4195386	4209295	10	plus	E3 ubiquitin-protein ligase Bre1	LOC101745732	101745732	protein-coding	XM_021350712.3	XP_021206387.1	907	
NC_085116.1	4209989	4266569	10	minus	myosin-7B	LOC101737831	101737831	protein-coding	XM_038013280.2	XP_037869208.1	906	
NC_085116.1	4267107	4275626	10	plus	uncharacterized LOC101746064	LOC101746064	101746064	protein-coding	XM_004930340.5	XP_004930397.1	338	
NC_085116.1	4282348	4283752	10	plus	uncharacterized LOC101746207	LOC101746207	101746207	protein-coding	XM_004930341.5	XP_004930398.1	170	
NC_085116.1	4285946	4287016	10	plus	uncharacterized LOC101746349	LOC101746349	101746349	protein-coding	XM_004930342.4	XP_004930399.1	182	
NC_085116.1	4290908	4306667	10	plus	luciferin sulfotransferase	LOC101746489	101746489	protein-coding	XM_004930343.5	XP_004930400.2	346	
NC_085116.1	4308440	4395243	10	minus	protein piccolo	LOC101737962	101737962	protein-coding	XM_038013517.2	XP_037869445.1	1915	
NC_085116.1	4398184	4400205	10	plus	fatty acid-binding protein	LOC101746635	101746635	protein-coding	XM_004930344.4	XP_004930401.2	136	
NC_085116.1	4400276	4402045	10	minus	ADP-ribosylation factor-like 6 interacting protein	LOC732887	732887	protein-coding	NM_001046888.1	NP_001040353.1	198	
NC_085116.1	4404544	4437510	10	minus	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	LOC101746775	101746775	protein-coding	XM_004930345.5	XP_004930402.2	1503	
NC_085116.1	4443082	4451748	10	plus	probable tRNA (uracil-O(2)-)-methyltransferase	LOC101738223	101738223	protein-coding	XM_038013258.2	XP_037869186.1	590	
NC_085116.1	4444048	4454339	10	minus	peroxisomal targeting signal 1 receptor	LOC101746999	101746999	protein-coding	XM_038013263.2	XP_037869191.1	532	
NC_085116.1	4471828	4473211	10	plus	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	LOC101747135	101747135	protein-coding	XM_004930348.5	XP_004930405.1	435	
NC_085116.1	4473201	4482288	10	minus	gametogenetin-binding protein 2-like	LOC101735341	101735341	protein-coding	XM_038013553.2	XP_037869481.1	608	
NC_085116.1	4485017	4487267	10	plus	ribosome maturation protein SBDS	LOC101735480	101735480	protein-coding	XM_004930350.3	XP_004930407.1	251	
NC_085116.1	4486774	4491465	10	minus	uncharacterized LOC134199476	LOC134199476	134199476	protein-coding	XM_062670440.1	XP_062526424.1	543	
NC_085116.1	4491814	4497249	10	minus	uncharacterized LOC134199475	LOC134199475	134199475	protein-coding	XM_062670439.1	XP_062526423.1	1717	
NC_085116.1	4502503	4522707	10	plus	uncharacterized LOC101738354	LOC101738354	101738354	protein-coding	XM_062670441.1	XP_062526425.1	537	
NC_085116.1	4525399	4542216	10	plus	methyltransferase	LOC100101163	100101163	protein-coding	NM_001099619.1	NP_001093089.1	214	
NC_085116.1	4529815	4538872	10	minus	putative aldehyde dehydrogenase family 7 member A1 homolog	LOC101735616	101735616	protein-coding	XM_004930351.5	XP_004930408.1	537	
NC_085116.1	4541604	4544301	10	minus	UPF0545 protein C22orf39 homolog	LOC105842222	105842222	protein-coding	XM_012693969.4	XP_012549423.1	163	
NC_085116.1	4544604	4546445	10	plus	uncharacterized LOC101736016	LOC101736016	101736016	protein-coding	XM_004930354.5	XP_004930411.1	186	
NC_085116.1	4549293	4552008	10	minus	neuferricin homolog	LOC101735888	101735888	protein-coding	XM_012693968.4	XP_012549422.1	255	
NC_085116.1	4554338	4559668	10	minus	piggyBac transposable element-derived protein 4-like	LOC119628388	119628388	protein-coding	XM_038013573.2	XP_037869501.1	864	
NC_085116.1	4562012	4592314	10	minus	sarco/endoplasmic reticulum calcium ATPase	LOC100302733	100302733	protein-coding	NM_001164476.1	NP_001157948.1	1025	
NC_085116.1	4627523	4642018	10	minus	pre-piRNA 3'-exonuclease trimmer-like	LOC101738496	101738496	protein-coding	XM_004930454.5	XP_004930511.1	532	
NC_085116.1	4654117	4660259	10	minus	uncharacterized LOC134199478	LOC134199478	134199478	protein-coding	XM_062670447.1	XP_062526431.1	585	
NC_085116.1	4674651	4701850	10	plus	uncharacterized LOC101736241	LOC101736241	101736241	protein-coding	XM_004930355.5	XP_004930412.1	624	
NC_085116.1	4731484	4890754	10	minus	leucine-rich repeat-containing protein let-4	LOC101738626	101738626	protein-coding	XM_038013235.2	XP_037869163.1	479	
NC_085116.1	4853850	4858916	10	minus	piggyBac transposable element-derived protein 4-like	LOC110386073	110386073	protein-coding	XM_038013233.2	XP_037869161.1	767	
NC_085116.1	4913457	4921574	10	plus	uncharacterized LOC105842243	LOC105842243	105842243	protein-coding	XM_038013486.2	XP_037869414.2	687	
NC_085116.1	4928017	4935736	10	plus	troponin C type IIIa-like protein	LOC778498	778498	protein-coding	NM_001098323.2	NP_001091793.1	153	
NC_085116.1	4948145	4957399	10	plus	troponin C, isoallergen Bla g 6.0101	LOC101738760	101738760	protein-coding	XM_004930456.5	XP_004930513.3	153	
NC_085116.1	5116020	5180057	10	plus	laccase 2	Lac2	100126161	protein-coding	NM_001109925.1	NP_001103395.1	764	
NC_085116.1	5180113	5184082	10	plus	uncharacterized LOC134199481	LOC134199481	134199481	protein-coding	XM_062670478.1	XP_062526462.1	266	
NC_085116.1	5185798	5190011	10	plus	trypsin-1	LOC101736371	101736371	protein-coding	XM_038013447.2	XP_037869375.1	322	
NC_085116.1	5190002	5205257	10	minus	uncharacterized LOC101739043	LOC101739043	101739043	protein-coding	XM_038013445.2	XP_037869373.1	594	
NC_085116.1	5208482	5212956	10	minus	olfactory receptor 54	Or-54	100144598	protein-coding	NM_001173145.1	NP_001166616.1	387	
NC_085116.1	5218167	5221847	10	minus	olfactory receptor 55	Or-55	100379196	protein-coding	NM_001173141.1	NP_001166612.1	388	
NC_085116.1	5225991	5284479	10	minus	adenosine receptor A2b	LOC101736582	101736582	protein-coding	XM_004930357.4	XP_004930414.1	441	
NC_085116.1	5273986	5276813	10	minus	uncharacterized LOC134199480	LOC134199480	134199480	protein-coding	XM_062670477.1	XP_062526461.1	272	
NC_085116.1	5287399	5290422	10	minus	kelch domain-containing protein 10 homolog	LOC101736726	101736726	protein-coding	XM_004930358.5	XP_004930415.2	399	
NC_085116.1	5292342	5299820	10	minus	E3 ubiquitin-protein ligase RNF10	LOC101736945	101736945	protein-coding	XM_004930360.4	XP_004930417.1	709	
NC_085116.1	5301569	5305656	10	plus	PC4 and SFRS1-interacting protein	LOC105842216	105842216	protein-coding	XM_012693940.4	XP_012549394.2	427	
NC_085116.1	5308603	5312207	10	plus	elongation factor Tu	LOC692807	692807	protein-coding	NM_001046654.1	NP_001040119.1	465	
NC_085116.1	5313461	5375652	10	minus	syntaxin-1A	LOC101737218	101737218	protein-coding	XM_004930363.5	XP_004930420.1	291	
NC_085116.1	5375977	5378001	10	plus	GTP-binding nuclear protein Ran	LOC692970	692970	protein-coding	NM_001046809.1	NP_001040274.1	213	
NC_085116.1	5380192	5382160	10	plus	DNA-directed RNA polymerase II subunit RPB11	LOC101737649	101737649	protein-coding	XM_004930366.4	XP_004930423.1	117	
NC_085116.1	5382417	5437252	10	minus	CAP-Gly domain-containing linker protein 1	LOC101739189	101739189	protein-coding	XM_012693971.4	XP_012549425.2	1819	
NC_085116.1	5441404	5444619	10	plus	pelota-like protein	LOC732920	732920	protein-coding	NM_001046920.1	NP_001040385.1	387	
NC_085116.1	5444712	5448245	10	minus	pescadillo homolog	LOC101739327	101739327	protein-coding	XM_038013350.2	XP_037869278.1	611	
NC_085116.1	5456271	5457114	10	plus	uncharacterized LOC101737788	LOC101737788	101737788	protein-coding	XM_004930367.5	XP_004930424.1	230	
NC_085116.1	5458841	5461265	10	plus	asparagine-rich protein	LOC101738054	101738054	protein-coding	NM_001309561.1	NP_001296490.1	719	
NC_085116.1	5463761	5465875	10	plus	uncharacterized LOC101738180	LOC101738180	101738180	protein-coding	XM_038013380.2	XP_037869308.1	266	
NC_085116.1	5480885	5511896	10	minus	uncharacterized LOC101738452	LOC101738452	101738452	protein-coding	XM_038013383.2	XP_037869311.1	1166	
NC_085116.1	5518654	5549713	10	minus	uncharacterized LOC101739469	LOC101739469	101739469	protein-coding	XM_038013367.2	XP_037869295.1	946	
NC_085116.1	5555856	5562059	10	minus	cytosolic juvenile hormone binding protein 36 kDa subunit	Cjhbp	733092	protein-coding	NM_001044203.1	NP_001037668.1	284	
NC_085116.1	5563041	5584935	10	minus	receptor-type tyrosine-protein phosphatase N2	LOC101738718	101738718	protein-coding	XM_021350762.3	XP_021206437.2	1046	
NC_085116.1	5587388	5613091	10	minus	activated Cdc42 kinase Ack	LOC101738858	101738858	protein-coding	XM_004930373.5	XP_004930430.1	911	
NC_085116.1	5613766	5632294	10	plus	cilia- and flagella-associated protein 65	LOC105842217	105842217	protein-coding	XM_021350725.3	XP_021206400.2	1302	
NC_085116.1	5632286	5641350	10	minus	S1 RNA-binding domain-containing protein 1	LOC101738990	101738990	protein-coding	XM_004930374.5	XP_004930431.1	802	
NC_085116.1	5642283	5647432	10	plus	protein-lysine N-methyltransferase EEF2KMT	LOC101739366	101739366	protein-coding	XM_004930377.4	XP_004930434.1	326	
NC_085116.1	5648631	5654418	10	plus	mitochondrial inner membrane protease ATP23 homolog	LOC101739509	101739509	protein-coding	XM_038013176.2	XP_037869104.1	257	
NC_085116.1	5654405	5707858	10	minus	gamma-aminobutyric acid receptor subunit delta	LOC101739650	101739650	protein-coding	XM_012693947.4	XP_012549401.1	468	
NC_085116.1	5773365	5813466	10	minus	ras-related protein Rap-2b	LOC101739751	101739751	protein-coding	XM_012694091.4	XP_012549545.1	280	
NC_085116.1	5888079	5921598	10	minus	uncharacterized LOC101740020	LOC101740020	101740020	protein-coding	XM_012693962.4	XP_012549416.1	227	
NC_085116.1	5929421	5937930	10	minus	multiple inositol polyphosphate phosphatase 1	LOC101739930	101739930	protein-coding	XM_004930380.5	XP_004930437.2	430	
NC_085116.1	5939541	5941049	10	minus	heat shock 70 kDa protein 14-like	Hsp70-14	101740065	protein-coding	NM_001279388.1	NP_001266317.1	473	
NC_085116.1	5942364	5948922	10	plus	spindle assembly abnormal protein 7	LOC101740200	101740200	protein-coding	XM_004930382.4	XP_004930439.2	330	
NC_085116.1	5952192	5960585	10	minus	uncharacterized LOC101740333	LOC101740333	101740333	protein-coding	XM_004930383.5	XP_004930440.1	251	
NC_085116.1	5963497	5977555	10	plus	telomere-associated protein RIF1	LOC101740154	101740154	protein-coding	XM_004930463.5	XP_004930520.2	2261	
NC_085116.1	5976809	6031572	10	minus	patched domain-containing protein 3	LOC101740298	101740298	protein-coding	XM_038013153.2	XP_037869081.1	1066	
NC_085116.1	6071595	6344745	10	plus	ecdysone receptor	EcR	692756	protein-coding	NM_001043866.2	NP_001037331.2	603	
NC_085116.1	6352070	6362295	10	plus	C-type lectin 10	CTL10	778489	protein-coding	NM_001098314.1	NP_001091784.1	318	
NC_085116.1	6363548	6378569	10	minus	putative fatty acyl-CoA reductase CG5065	LOC101740425	101740425	protein-coding	XM_012694085.4	XP_012549539.1	518	
NC_085116.1	6380469	6383065	10	plus	uncharacterized LOC134199496	LOC134199496	134199496	protein-coding	XM_062670513.1	XP_062526497.1	246	
NC_085116.1	6387006	6469593	10	plus	NAD(+) hydrolase sarm1	LOC101740556	101740556	protein-coding	XM_004930384.5	XP_004930441.1	1216	
NC_085116.1	6473474	6474557	10	plus	peptidyl-prolyl cis-trans isomerase H	LOC101741170	101741170	protein-coding	XM_004930389.5	XP_004930446.1	184	
NC_085116.1	6474552	6476355	10	minus	coenzyme Q-binding protein COQ10 homolog A, mitochondrial	LOC101740938	101740938	protein-coding	XM_004930387.5	XP_004930444.1	228	
NC_085116.1	6479317	6484415	10	plus	uncharacterized LOC101741314	LOC101741314	101741314	protein-coding	XM_004930390.5	XP_004930447.2	791	
NC_085116.1	6487406	6552458	10	plus	transmembrane ascorbate-dependent reductase CYB561	LOC101741447	101741447	protein-coding	XM_004930391.5	XP_004930448.1	303	
NC_085116.1	6555007	6570937	10	minus	NCK-interacting protein with SH3 domain	LOC101740557	101740557	protein-coding	XM_012694089.4	XP_012549543.1	611	
NC_085116.1	6579324	6580067	10	plus	lebocin	Leb3	100146108	protein-coding	NM_001126260.2	NP_001119732.2	179	
NC_085116.1	6614820	6664352	10	plus	heparan sulfate glucosamine 3-O-sulfotransferase 5	LOC101740692	101740692	protein-coding	XM_004930467.5	XP_004930524.3	398	
NC_085116.1	6746217	6752631	10	plus	uncharacterized LOC119629001	LOC119629001	119629001	protein-coding	XM_062670514.1	XP_062526498.1	932	
NC_085116.1	6754622	6757053	10	plus	INO80 complex subunit B	LOC101740978	101740978	protein-coding	XM_004930469.5	XP_004930526.1	313	
NC_085116.1	6757186	6760425	10	minus	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	LOC101741826	101741826	protein-coding	XM_004930394.2	XP_004930451.1	300	
NC_085116.1	6760573	6769589	10	minus	solute carrier family 22 member 1	LOC101741120	101741120	protein-coding	XM_038013502.2	XP_037869430.1	511	
NC_085116.1	6772813	6782950	10	plus	uncharacterized LOC101741975	LOC101741975	101741975	protein-coding	XM_004930395.5	XP_004930452.1	673	
NC_085116.1	6783843	6786129	10	minus	intraflagellar transport protein 20 homolog	LOC101742115	101742115	protein-coding	XM_021350720.3	XP_021206395.2	131	
NC_085116.1	6787390	6808187	10	plus	spatacsin	LOC101742270	101742270	protein-coding	XM_012694035.4	XP_012549489.2	1950	
NC_085116.1	6809543	6885937	10	minus	diacylglycerol lipase-beta	LOC101742408	101742408	protein-coding	XM_038013212.2	XP_037869140.1	678	
NC_085116.1	6891364	6946638	10	minus	partitioning defective 3 homolog	LOC101741262	101741262	protein-coding	XM_012694041.4	XP_012549495.2	1112	
NC_085116.1	6948443	7046645	10	minus	Ca(2+)/calmodulin-responsive adenylate cyclase	LOC101741402	101741402	protein-coding	XM_038013421.2	XP_037869349.1	1691	
NC_085116.1	7064033	7106815	10	minus	serine/threonine-protein kinase tousled-like 2	LOC101742556	101742556	protein-coding	XM_004930399.5	XP_004930456.1	793	
NC_085116.1	7098128	7106047	10	plus	uncharacterized LOC134199503	LOC134199503	134199503	protein-coding	XM_062670554.1	XP_062526538.1	228	
NC_085116.1	7109252	7117942	10	plus	late secretory pathway protein AVL9 homolog	LOC101741542	101741542	protein-coding	XM_004930473.5	XP_004930530.2	599	
NC_085116.1	7119450	7178617	10	minus	kinase D-interacting substrate of 220 kDa B	LOC101741683	101741683	protein-coding	XM_004930474.5	XP_004930531.1	1615	
