Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_087090.1	8657161	8783499	3	minus	tensin-1	LOC135087836	135087836	protein-coding	XM_063982654.1	XP_063838724.1	1319	
NC_087090.1	8789345	8819242	3	minus	uncharacterized LOC135087835	LOC135087835	135087835	protein-coding	XM_063982651.1	XP_063838721.1	1329	
NC_087090.1	8839309	8840034	3	plus	uncharacterized LOC135088159	LOC135088159	135088159	protein-coding	XM_063983046.1	XP_063839116.1	241	
NC_087090.1	8845318	8847229	3	minus	pyruvate kinase-like	LOC135088303	135088303	protein-coding	XM_063983167.1	XP_063839237.1	564	
NC_087090.1	8850305	8867096	3	plus	serine-protein kinase ATM	LOC135087833	135087833	protein-coding	XM_063982649.1	XP_063838719.1	2812	
NC_087090.1	8868373	8872247	3	plus	B9 domain-containing protein 2	LOC135087837	135087837	protein-coding	XM_063982663.1	XP_063838733.1	669	
NC_087090.1	8872245	8892614	3	minus	cullin-3	LOC135087840	135087840	protein-coding	XM_063982666.1	XP_063838736.1	761	
NC_087090.1	8895618	8900367	3	minus	bcl-2-related ovarian killer protein homolog A-like	LOC135087838	135087838	protein-coding	XM_063982665.1	XP_063838735.1	271	
NC_087090.1	9014788	9073968	3	minus	trissin receptor	LOC135087862	135087862	protein-coding	XM_063982695.1	XP_063838765.1	454	
NC_087090.1	9161634	9162441	3	plus	uncharacterized LOC135087845	LOC135087845	135087845	protein-coding	XM_063982670.1	XP_063838740.1	127	
NC_087090.1	9162510	9162809	3	plus	uncharacterized LOC135087846	LOC135087846	135087846	protein-coding	XM_063982671.1	XP_063838741.1	99	
NC_087090.1	9162862	9165578	3	plus	ankyrin repeat domain-containing protein 39	LOC135087844	135087844	protein-coding	XM_063982669.1	XP_063838739.1	175	
NC_087090.1	9164233	9172519	3	minus	ankyrin-3	LOC135087842	135087842	protein-coding	XM_063982667.1	XP_063838737.1	621	
NC_087090.1	9175102	9191164	3	plus	rho guanine nucleotide exchange factor 7	LOC135087847	135087847	protein-coding	XM_063982672.1	XP_063838742.1	647	
NC_087090.1	9193742	9221850	3	minus	uncharacterized LOC135087848	LOC135087848	135087848	protein-coding	XM_063982677.1	XP_063838747.1	341	
NC_087090.1	9239164	9241010	3	plus	uncharacterized LOC135088306	LOC135088306	135088306	protein-coding	XM_063983168.1	XP_063839238.1	205	
NC_087090.1	9301910	9307859	3	plus	transcription initiation factor TFIID subunit 5	LOC135087849	135087849	protein-coding	XM_063982678.1	XP_063838748.1	651	
NC_087090.1	9307846	9309766	3	minus	integrator complex subunit 10	LOC135087850	135087850	protein-coding	XM_063982679.1	XP_063838749.1	578	
NC_087090.1	9310218	9311647	3	plus	F-box/SPRY domain-containing protein 1	LOC135088307	135088307	protein-coding	XM_063983170.1	XP_063839240.1	282	
NC_087090.1	9312325	9316837	3	minus	transmembrane protein 164	LOC135087851	135087851	protein-coding	XM_063982680.1	XP_063838750.1	283	
NC_087090.1	9317262	9319269	3	plus	PITH domain-containing protein CG6153	LOC135088308	135088308	protein-coding	XM_063983171.1	XP_063839241.1	207	
NC_087090.1	9326265	9350123	3	minus	collagen alpha-2(IV) chain-like	LOC135087852	135087852	protein-coding	XM_063982681.1	XP_063838751.1	1801	
NC_087090.1	9350212	9367963	3	plus	collagen alpha-1(IV) chain	LOC135087853	135087853	protein-coding	XM_063982682.1	XP_063838752.1	1809	
NC_087090.1	9371915	9392393	3	plus	long-chain fatty acid transport protein 4-like	LOC135087854	135087854	protein-coding	XM_063982683.1	XP_063838753.1	691	
NC_087090.1	9392941	9397709	3	plus	long-chain fatty acid transport protein 4-like	LOC135087860	135087860	protein-coding	XM_063982693.1	XP_063838763.1	641	
NC_087090.1	9399511	9412092	3	plus	long-chain fatty acid transport protein 4-like	LOC135087858	135087858	protein-coding	XM_063982689.1	XP_063838759.1	651	
NC_087090.1	9413252	9443179	3	plus	long-chain fatty acid transport protein 4-like	LOC135087859	135087859	protein-coding	XM_063982690.1	XP_063838760.1	643	
NC_087090.1	9443856	9463623	3	minus	golgin subfamily A member 1	LOC135087861	135087861	protein-coding	XM_063982694.1	XP_063838764.1	539	
NC_087090.1	9466800	9619342	3	minus	protein muscleblind	LOC135087863	135087863	protein-coding	XM_063982696.1	XP_063838766.1	380	
NC_087090.1	9984107	10014620	3	minus	obscurin-like	LOC135087857	135087857	protein-coding	XM_063982687.1	XP_063838757.1	766	
NC_087090.1	10015608	10037675	3	minus	uncharacterized LOC135088160	LOC135088160	135088160	protein-coding	XM_063983047.1	XP_063839117.1	623	
NC_087090.1	10043077	10051674	3	minus	uncharacterized LOC135088161	LOC135088161	135088161	protein-coding	XM_063983048.1	XP_063839118.1	647	
NC_087090.1	10053011	10056871	3	minus	retinol-binding protein pinta-like	LOC135087867	135087867	protein-coding	XM_063982703.1	XP_063838773.1	308	
NC_087090.1	10056968	10061471	3	minus	alpha-tocopherol transfer protein-like	LOC135087866	135087866	protein-coding	XM_063982702.1	XP_063838772.1	308	
NC_087090.1	10061559	10064342	3	minus	alpha-tocopherol transfer protein-like	LOC135087865	135087865	protein-coding	XM_063982701.1	XP_063838771.1	318	
NC_087090.1	10064546	10112436	3	minus	cAMP-dependent protein kinase catalytic subunit 3	LOC135087869	135087869	protein-coding	XM_063982705.1	XP_063838775.1	362	
NC_087090.1	10115610	10138921	3	minus	uncharacterized LOC135088162	LOC135088162	135088162	protein-coding	XM_063983049.1	XP_063839119.1	2860	
NC_087090.1	10139580	10141440	3	plus	queuine tRNA-ribosyltransferase catalytic subunit	LOC135087870	135087870	protein-coding	XM_063982706.1	XP_063838776.1	397	
NC_087090.1	10141538	10142772	3	minus	coiled-coil domain-containing protein 25	LOC135087871	135087871	protein-coding	XM_063982707.1	XP_063838777.1	207	
NC_087090.1	10142992	10144686	3	plus	protein Dr1	LOC135087872	135087872	protein-coding	XM_063982709.1	XP_063838779.1	184	
NC_087090.1	10145041	10147827	3	plus	uncharacterized LOC135087874	LOC135087874	135087874	protein-coding	XM_063982711.1	XP_063838781.1	227	
NC_087090.1	10147906	10149722	3	minus	dolichyldiphosphatase 1-like	LOC135087873	135087873	protein-coding	XM_063982710.1	XP_063838780.1	244	
NC_087090.1	10155821	10163626	3	plus	dnaJ homolog subfamily C member 7	LOC135087877	135087877	protein-coding	XM_063982714.1	XP_063838784.1	495	
NC_087090.1	10167825	10168774	3	minus	uncharacterized LOC135087882	LOC135087882	135087882	protein-coding	XM_063982722.1	XP_063838792.1	139	
NC_087090.1	10177775	10190552	3	plus	polycomb group protein Psc-like	LOC135087883	135087883	protein-coding	XM_063982724.1	XP_063838794.1	1543	
NC_087090.1	10190555	10199902	3	minus	uncharacterized LOC135087881	LOC135087881	135087881	protein-coding	XM_063982720.1	XP_063838790.1	268	
NC_087090.1	10213125	10214934	3	plus	dnaJ homolog subfamily A member 2-like	LOC135087878	135087878	protein-coding	XM_063982717.1	XP_063838787.1	404	
NC_087090.1	10215536	10218927	3	minus	transcription termination factor, mitochondrial	LOC135087880	135087880	protein-coding	XM_063982719.1	XP_063838789.1	333	
NC_087090.1	10219787	10223726	3	minus	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2	LOC135087879	135087879	protein-coding	XM_063982718.1	XP_063838788.1	401	
NC_087090.1	10241524	10244156	3	plus	uncharacterized LOC135087876	LOC135087876	135087876	protein-coding	XM_063982713.1	XP_063838783.1	225	
NC_087090.1	10269415	10333135	3	minus	centrosomin	LOC135087887	135087887	protein-coding	XM_063982726.1	XP_063838796.1	753	
NC_087090.1	10312140	10313202	3	plus	small ribosomal subunit protein mS40	LOC135087886	135087886	protein-coding	XM_063982725.1	XP_063838795.1	192	
NC_087090.1	10335684	10340782	3	minus	suppressor APC domain-containing protein 2	LOC135087888	135087888	protein-coding	XM_063982730.1	XP_063838800.1	435	
NC_087090.1	10354583	10362120	3	plus	uncharacterized LOC135087889	LOC135087889	135087889	protein-coding	XM_063982731.1	XP_063838801.1	398	
NC_087090.1	10367221	10372895	3	minus	glycerophosphocholine phosphodiesterase GPCPD1-like	LOC135087890	135087890	protein-coding	XM_063982733.1	XP_063838803.1	763	
NC_087090.1	10379947	10414736	3	minus	serine/threonine-protein phosphatase 1 regulatory subunit 10-like	LOC135087893	135087893	protein-coding	XM_063982738.1	XP_063838808.1	984	
NC_087090.1	10418604	10420486	3	plus	calcium load-activated calcium channel	LOC135087897	135087897	protein-coding	XM_063982741.1	XP_063838811.1	183	
NC_087090.1	10420448	10430156	3	minus	FAD-dependent oxidoreductase domain-containing protein 1	LOC135087896	135087896	protein-coding	XM_063982740.1	XP_063838810.1	470	
NC_087090.1	10431180	10451747	3	plus	ATP-dependent RNA helicase DHX33-like	LOC135088163	135088163	protein-coding	XM_063983051.1	XP_063839121.1	1102	
NC_087090.1	10559726	10589302	3	plus	neuroligin-1-like	LOC135087898	135087898	protein-coding	XM_063982742.1	XP_063838812.1	923	
NC_087090.1	10709985	10711718	3	minus	putative nuclease HARBI1	LOC135088318	135088318	protein-coding	XM_063983172.1	XP_063839242.1	351	
NC_087090.1	10723806	10742428	3	plus	sodium/hydrogen exchanger 9B2-like	LOC135088319	135088319	protein-coding	XM_063983174.1	XP_063839244.1	529	
NC_087090.1	10744319	10765865	3	plus	sodium/hydrogen exchanger 9B1-like	LOC135088321	135088321	protein-coding	XM_063983177.1	XP_063839247.1	517	
NC_087090.1	10769757	10824499	3	plus	sodium/hydrogen exchanger 9B2-like	LOC135087899	135087899	protein-coding	XM_063982743.1	XP_063838813.1	769	
NC_087090.1	10824801	10841808	3	minus	probable G-protein coupled receptor Mth-like 3	LOC135087901	135087901	protein-coding	XM_063982751.1	XP_063838821.1	726	
NC_087090.1	10842891	10852111	3	minus	protein 60A	LOC135087902	135087902	protein-coding	XM_063982754.1	XP_063838824.1	379	
NC_087090.1	10854024	10855872	3	minus	protein CWC15 homolog	LOC135087903	135087903	protein-coding	XM_063982755.1	XP_063838825.1	217	
NC_087090.1	10873450	10877721	3	plus	RNA-binding protein 39	LOC135087905	135087905	protein-coding	XM_063982756.1	XP_063838826.1	511	
NC_087090.1	10877626	10884140	3	minus	uncharacterized LOC135087908	LOC135087908	135087908	protein-coding	XM_063982760.1	XP_063838830.1	180	
NC_087090.1	10884380	10886299	3	minus	uncharacterized LOC135087906	LOC135087906	135087906	protein-coding	XM_063982758.1	XP_063838828.1	298	
NC_087090.1	10886552	10890969	3	minus	2',5'-phosphodiesterase 12	LOC135087909	135087909	protein-coding	XM_063982761.1	XP_063838831.1	593	
NC_087090.1	10899113	10900190	3	plus	protein transport protein Sec61 subunit beta	LOC135087915	135087915	protein-coding	XM_063982770.1	XP_063838840.1	97	
NC_087090.1	10901334	10903710	3	minus	frizzled-7-B	LOC135087914	135087914	protein-coding	XM_063982769.1	XP_063838839.1	565	
NC_087090.1	10904013	10916258	3	plus	anaphase-promoting complex subunit 5	LOC135088164	135088164	protein-coding	XM_063983052.1	XP_063839122.1	1032	
NC_087090.1	10916328	10921187	3	minus	integrator complex subunit 2	LOC135087910	135087910	protein-coding	XM_063982764.1	XP_063838834.1	1120	
NC_087090.1	10926845	10953574	3	plus	adenylate cyclase type 3	LOC135087911	135087911	protein-coding	XM_063982765.1	XP_063838835.1	1076	
NC_087090.1	10964686	10974965	3	plus	chitin deacetylase 1	LOC135087912	135087912	protein-coding	XM_063982766.1	XP_063838836.1	539	
NC_087090.1	10987713	10993979	3	plus	chitin deacetylase 1	LOC135087913	135087913	protein-coding	XM_063982767.1	XP_063838837.1	544	
NC_087090.1	11021922	11028016	3	plus	endoplasmic reticulum-Golgi intermediate compartment protein 3	LOC135087916	135087916	protein-coding	XM_063982771.1	XP_063838841.1	386	
NC_087090.1	11026803	11027282	3	minus	reactive oxygen species modulator 1	LOC135087919	135087919	protein-coding	XM_063982774.1	XP_063838844.1	79	
NC_087090.1	11027977	11029889	3	minus	transcription termination factor 3, mitochondrial	LOC135087918	135087918	protein-coding	XM_063982772.1	XP_063838842.1	330	
NC_087090.1	11047265	11054111	3	plus	alanine--tRNA ligase, cytoplasmic	LOC135087928	135087928	protein-coding	XM_063982783.1	XP_063838853.1	967	
NC_087090.1	11054484	11069816	3	minus	E3 ubiquitin-protein ligase Su(dx)	LOC135087941	135087941	protein-coding	XM_063982802.1	XP_063838872.1	859	
NC_087090.1	11069299	11079632	3	plus	kinesin-associated protein 3	LOC135087931	135087931	protein-coding	XM_063982788.1	XP_063838858.1	638	
NC_087090.1	11080828	11103687	3	plus	carnitine O-acetyltransferase	LOC135087929	135087929	protein-coding	XM_063982785.1	XP_063838855.1	647	
NC_087090.1	11109026	11125394	3	minus	ras-related protein Rab-14	LOC135087938	135087938	protein-coding	XM_063982799.1	XP_063838869.1	213	
NC_087090.1	11125704	11142036	3	plus	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	LOC135087939	135087939	protein-coding	XM_063982800.1	XP_063838870.1	121	
NC_087090.1	11162419	11163985	3	minus	WD repeat-containing protein 82	LOC135087935	135087935	protein-coding	XM_063982794.1	XP_063838864.1	315	
NC_087090.1	11166352	11210562	3	plus	chromodomain-helicase-DNA-binding protein 7	LOC135087927	135087927	protein-coding	XM_063982782.1	XP_063838852.1	3734	
NC_087090.1	11270044	11310781	3	plus	phosphatidylserine synthase	LOC135087932	135087932	protein-coding	XM_063982791.1	XP_063838861.1	425	
NC_087090.1	11359235	11368523	3	minus	golgin subfamily A member 2-like	LOC135087920	135087920	protein-coding	XM_063982776.1	XP_063838846.1	686	
NC_087090.1	11369078	11385480	3	plus	plasmanylethanolamine desaturase 1	LOC135087936	135087936	protein-coding	XM_063982795.1	XP_063838865.1	314	
NC_087090.1	11395791	11398447	3	plus	uncharacterized LOC135088329	LOC135088329	135088329	protein-coding	XM_063983181.1	XP_063839251.1	523	
NC_087090.1	11407995	11412937	3	minus	uncharacterized LOC135088165	LOC135088165	135088165	protein-coding	XM_063983053.1	XP_063839123.1	548	
NC_087090.1	11416149	11420345	3	minus	uncharacterized protein K02A2.6-like	LOC135088166	135088166	protein-coding	XM_063983055.1	XP_063839125.1	1398	
NC_087090.1	11422094	11423417	3	minus	N-terminal Xaa-Pro-Lys N-methyltransferase 1-A-like	LOC135088331	135088331	protein-coding	XM_063983182.1	XP_063839252.1	235	
NC_087090.1	11429735	11431898	3	plus	large ribosomal subunit protein uL29	LOC135087921	135087921	protein-coding	XM_063982777.1	XP_063838847.1	123	
NC_087090.1	11453177	11454889	3	minus	GDP-fucose protein O-fucosyltransferase 1	LOC135088332	135088332	protein-coding	XM_063983183.1	XP_063839253.1	382	
NC_087090.1	11471402	11474629	3	minus	WD repeat-containing protein 55 homolog	LOC135087933	135087933	protein-coding	XM_063982792.1	XP_063838862.1	415	
NC_087090.1	11476037	11480241	3	plus	THAP domain-containing protein 5-like	LOC135087937	135087937	protein-coding	XM_063982798.1	XP_063838868.1	255	
NC_087090.1	11485631	11486353	3	plus	uncharacterized LOC135088167	LOC135088167	135088167	protein-coding	XM_063983056.1	XP_063839126.1	240	
NC_087090.1	11490981	11518928	3	plus	protein timeless	LOC135087922	135087922	protein-coding	XM_063982778.1	XP_063838848.1	1254	
NC_087090.1	11518917	11520283	3	minus	uncharacterized LOC135087923	LOC135087923	135087923	protein-coding	XM_063982779.1	XP_063838849.1	214	
NC_087090.1	11521674	11526112	3	minus	actin-related protein 2/3 complex subunit 5-B	LOC135088336	135088336	protein-coding	XM_063983185.1	XP_063839255.1	150	
NC_087090.1	11527499	11534435	3	plus	programmed cell death protein 10	LOC135087924	135087924	protein-coding	XM_063982780.1	XP_063838850.1	209	
NC_087090.1	11613283	11615354	3	plus	zinc finger protein SNAI2-like	LOC135088337	135088337	protein-coding	XM_063983186.1	XP_063839256.1	375	
NC_087090.1	11685339	11690451	3	minus	EGF domain-specific O-linked N-acetylglucosamine transferase	LOC135087926	135087926	protein-coding	XM_063982781.1	XP_063838851.1	521	
NC_087090.1	11690687	11700496	3	plus	transcription factor Dp-1	LOC135088168	135088168	protein-coding	XM_063983057.1	XP_063839127.1	456	
NC_087090.1	11700880	11701969	3	minus	COP9 signalosome complex subunit 9	LOC135087940	135087940	protein-coding	XM_063982801.1	XP_063838871.1	59	
NC_087090.1	11703414	11705794	3	plus	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	LOC135087945	135087945	protein-coding	XM_063982804.1	XP_063838874.1	455	
NC_087090.1	11741385	11743110	3	plus	putative nuclease HARBI1	LOC135088338	135088338	protein-coding	XM_063983187.1	XP_063839257.1	351	
NC_087090.1	11745388	11746770	3	plus	putative nuclease HARBI1	LOC135088339	135088339	protein-coding	XM_063983188.1	XP_063839258.1	230	
NC_087090.1	11750974	11758619	3	plus	protein big brother-like	LOC135088340	135088340	protein-coding	XM_063983189.1	XP_063839259.1	234	
NC_087090.1	11764144	11765593	3	plus	protein crossbronx homolog	LOC135087947	135087947	protein-coding	XM_063982806.1	XP_063838876.1	227	
NC_087090.1	11765247	11766379	3	minus	UPF0598 protein CG30010	LOC135087948	135087948	protein-coding	XM_063982807.1	XP_063838877.1	218	
NC_087090.1	11767093	11780666	3	plus	katanin p80 WD40 repeat-containing subunit B1	LOC135088169	135088169	protein-coding	XM_063983058.1	XP_063839128.1	1272	
NC_087090.1	11778091	11781391	3	minus	M-phase phosphoprotein 6	LOC135087949	135087949	protein-coding	XM_063982808.1	XP_063838878.1	135	
NC_087090.1	11781878	11785170	3	plus	nucleolar protein 10	LOC135087950	135087950	protein-coding	XM_063982809.1	XP_063838879.1	662	
NC_087090.1	11785466	11791090	3	plus	uncharacterized LOC135088171	LOC135088171	135088171	protein-coding	XM_063983059.1	XP_063839129.1	585	
NC_087090.1	11791119	11815169	3	minus	sodium leak channel NALCN	LOC135087951	135087951	protein-coding	XM_063982810.1	XP_063838880.1	1767	
NC_087090.1	11815352	11837813	3	plus	WD repeat-containing protein 35	LOC135088172	135088172	protein-coding	XM_063983060.1	XP_063839130.1	1183	
NC_087090.1	11838554	11839888	3	minus	thioredoxin reductase-like selenoprotein T homolog CG3887	LOC135088341	135088341	protein-coding	XM_063983190.1	XP_063839260.1	202	
NC_087090.1	11845784	11875038	3	plus	uncharacterized protein C05D11.1-like	LOC135088173	135088173	protein-coding	XM_063983061.1	XP_063839131.1	1034	
NC_087090.1	11875028	11945432	3	minus	protein ultraspiracle homolog	LOC135087952	135087952	protein-coding	XM_063982811.1	XP_063838881.1	503	
NC_087090.1	11934890	11939413	3	minus	uncharacterized LOC135088343	LOC135088343	135088343	protein-coding	XM_063983192.1	XP_063839262.1	302	
NC_087090.1	11945931	11948546	3	plus	glucose-6-phosphate 1-dehydrogenase	LOC135087953	135087953	protein-coding	XM_063982820.1	XP_063838890.1	494	
NC_087090.1	11952496	11990894	3	plus	RB1-inducible coiled-coil protein 1	LOC135087954	135087954	protein-coding	XM_063982821.1	XP_063838891.1	1381	
NC_087090.1	11990887	11996663	3	minus	transcription factor glial cells missing 2-like	LOC135088174	135088174	protein-coding	XM_063983063.1	XP_063839133.1	452	
